,Domain name,MBFC1,MBFC2,MBFC ranking,Global,W,Misinfo,Get fact-checks for:
716,micatholictribune.com,mixed,FN,L,"20,000,000",W,-1,Michigan Catholic Tribune
717,micdroppolitics.com,low,FN,L,"908,090",,,Mic Drop Politics
718,michiganindependent.com,mixed,FN,L,"8,047,684",,0.5,The Michigan Independent
719,midcoasttoday.com,mixed,FN,L,"20,000,000",W,-0.95,Mid Coast Today
720,midmassnews.com,mixed,FN,L,"20,000,000",W,-0.95,Mid Massachusetts News
721,militarywatchmagazine.com,mixed,FN,L,"125,732",,0.6,Military Watch Magazine
722,mindbodygreen.com,mixed,CP,L,"11,469",,0.14,MindBodyGreen
723,minneapolisreview.com,mixed,FN,L,"6,618,905",W,-0.95,Minneapolis Review
724,minnesotastatewire.com,mixed,FN,L,"20,000,000",W,-0.95,Minnesota State Wire
725,mixi.media,low,FN,L,"393,091",,0,Mixi.Media
726,mnbusinessdaily.com,mixed,FN,L,"20,000,000",W,-1,Minnesota Business Daily
727,mncatholictribune.com,mixed,FN,L,"20,000,000",W,-1,Catholic Tribune - Minnesota
728,mobilecourant.com,mixed,FN,L,"20,000,000",W,-0.36,Mobile Courant
729,modernalternativemama.com,mixed,CP,L,"2,031,015",,0.01,Modern Alternative Mama
730,mohavetoday.com,mixed,FN,L,"20,000,000",W,-0.36,Mohave Today
731,mondoweiss.net,mixed,FN,L,"116,280",,0.09,Mondoweiss
732,monroereview.com,mixed,FN,L,"20,000,000",W,-0.95,Monroe Review
733,montereytimes.com,mixed,FN,L,"20,000,000",W,-0.36,Monterey Times
734,montgomerymdnews.com,mixed,FN,L,"6,314,734",W,-0.95,Montgomery News
735,moonbattery.com,low,FN,L,"757,137",,0.64,MoonBattery
736,moonofalabama.org,low,FN,L,"30,540",,,Moon of Alabama
737,morningpoll.com,low,FN,L,"20,000,000",,,Morning Poll
738,msmlies.com,mixed,FN,L,"6,584,788",,0,MSMLies.com
739,mtonews.com,low,FN,L,"122,015",,0.6,MTO News
740,munciereporter.com,mixed,FN,L,"20,000,000",W,-0.36,Miuncie Reporter
741,muricatoday.com,mixed,CP,L,"20,000,000",,0,Murica Today
742,muskegonsun.com,mixed,FN,L,"20,000,000",W,-0.95,Muskegon Sun
743,mynewsguru.com,low,FN,L,"20,000,000",,-0.6,The News Guru
744,myrightamerica.com,low,FN,L,"8,426,195",,0,My Right American
745,naplesstandard.com,mixed,FN,L,"20,000,000",W,-0.36,Naples Standard
746,natall.com,very-low,FN,L,"4,618,687",W,-0.54,National Alliance
747,nationaleconomicseditorial.com,low,FN,L,"20,000,000",,0.2,National Economics Editorial
748,nationalenquirer.com,low,FN,L,"447,169",W,-0.68,National Enquirer
749,nationalfile.com,low,CP,L,"100,544",,-0.68,National File
750,nationalinsiders.com,low,FN,L,"927,961",,,National Insiders
751,nationalrighttolifenews.org,low,FN,L,"3,294,109",,0.54,NRL News Today
752,nationalsecurity.news,very-low,CP,L,"5,733,989",W,0,NationalSecurity.News
753,nationalvanguard.org,very-low,FN,L,"403,317",W,-0.41,National Vanguard
754,nationalzero.com,mixed,FN,L,"259,811",,,National Zero
755,nationandstate.com,low,FN,L,"916,744",,0,Nation and State
756,naturalcures.com,mixed,CP,L,"1,255,447",,-0.01,Natural Cures
757,naturalhealth365.com,low,CP,L,"182,514",,-0.01,Natural Health 365
758,naturallysavvy.com,mixed,CP,L,"721,483",,0.03,Naturally Savvy
759,naturalmedicine.news,very-low,CP,L,"6,695,606",W,0,NaturalMedicine.News
760,naturalnews.com,very-low,CP,L,"18,316",W,-0.95,Natural News
761,naturalnewsblogs.com,very-low,CP,L,"962,023",W,-0.8,NaturalNewsBlogs
762,naturalnewsradio.com,very-low,CP,L,"20,000,000",W,0,Natural News Radio
763,naturalpedia.com,very-low,CP,L,"1,460,910",W,0,NaturalPedia.com
764,naturalsociety.com,mixed,CP,L,"1,149,390",,-0.02,Natural Society
765,naturalstatenews.com,mixed,FN,L,"20,000,000",W,-0.36,Natural State News
766,naturecoasttimes.com,mixed,FN,L,"20,000,000",W,-0.36,Nature Coast Times
767,naugatucktimes.com,mixed,FN,L,"20,000,000",W,-0.36,Naugutuck Times
768,navarroreport.com,low,FN,L,"20,000,000",W,0,The Navarro Report
769,ncarkansasnews.com,mixed,FN,L,"20,000,000",W,-0.36,North Central Arkansas News
770,ncfloridanews.com,mixed,FN,L,"20,000,000",W,-0.36,NC Florida News
771,ncgeorgianews.com,mixed,FN,L,"20,000,000",W,-0.36,NC Georgia News
772,ncindiananews.com,mixed,FN,L,"20,000,000",W,0.02,NC Indiana News
773,nckansasnews.com,mixed,FN,L,"20,000,000",W,,NC Kansas News
774,nckentuckynews.com,mixed,FN,L,"20,000,000",W,-0.95,NC Kentucky News
775,ncmassnews.com,mixed,FN,L,"20,000,000",W,-0.95,NC Massachusetts News
776,ncminnesotanews.com,mixed,FN,L,"20,000,000",W,-0.95,NC Minnesota News
777,nealabamanews.com,mixed,FN,L,"6,604,760",W,-0.36,NE Alabama Courant
778,neatlantanews.com,mixed,FN,L,"20,000,000",W,-0.36,NE Atlanta News
779,necalinews.com,mixed,FN,L,"20,000,000",W,-0.36,NE Cali News
780,necoloradonews.com,mixed,FN,L,"20,000,000",W,-0.36,NE Colorado News
781,neconnnews.com,mixed,FN,L,"20,000,000",W,-0.36,NE Connecticut News
782,needtoknow.news,low,CP,L,"215,870",,0,Need to Know
783,nefloridanews.com,mixed,FN,L,"20,000,000",W,-0.36,NE Florida News
784,neindiananews.com,mixed,FN,L,"20,000,000",W,-0.36,NE Indiana News
785,neiowanews.com,mixed,FN,L,"20,000,000",W,0.02,NE Iowa News
786,nekansasnews.com,mixed,FN,L,"20,000,000",W,,NE Kansas News
787,nekentuckynews.com,mixed,FN,L,"20,000,000",W,-0.95,NE Kentucky News
788,nelouisiananews.com,mixed,FN,L,"20,000,000",W,-0.95,NE Louisiana News
789,neonnettle.com,low,CP,L,"636,215",W,-0.94,Neon Nettle
790,nesacramentonews.com,mixed,FN,L,"20,000,000",W,-0.36,NE Sacramento News
791,neuronation.com,mixed,CP,L,"311,934",W,,NeuroNation
792,nevalleytimes.com,mixed,FN,L,"20,000,000",W,-0.36,NE Valley Times
793,newamericannews.com,low,CP,L,"20,000,000",,0,New American News
794,newmexicosun.com,mixed,FN,L,"2,991,053",W,,New Mexico Sun
795,newnation.org,very-low,FN,L,"1,863,402",,-0.24,New Nation News
796,newnationalist.net,very-low,CP,L,"7,025,502",,,The New Nationalist
797,news.cn,mixed,FN,L,"1,671",W,0.11,Xinhua
798,news18.com,mixed,FN,L,"1,149",W,0.02,News18
799,newsammo.com,mixed,FN,L,"299,530",,0,NewsAmmo
800,newsblaze.com,mixed,FN,L,"825,855",,0.04,News Blaze
801,newsbreak.com,mixed,FN,L,"8,385",,0.05,News Break
802,newsbud.com,mixed,CP,L,"9,806,974",W,0,Newsbud
803,newsexaminer.net,low,FN,L,"727,553",W,,NewsExaminer.net
804,newsfeedhunter.com,low,FN,L,"20,000,000",,-0.95,News Feed Hunter
805,newsglobal.com,low,FN,L,"617,802",,0,News Global
806,newsheist.com,low,FN,L,"20,000,000",,0,News Heist
807,newshourfirst.com,low,FN,L,"463,681",,-0.6,News Hour First
808,newsinsideout.com,low,CP,L,"2,199,938",,0,News Inside Out
809,newsmax.com,mixed,FN,L,"3,791",W,-0.05,Newsmax
810,newspunch.com,very-low,FN,L,"50,121",W,-0.93,News Punch
811,newspushed.com,low,FN,L,"20,000,000",,0,News Pushed
812,newsready.com,mixed,FN,L,"273,025",,-0.04,News Ready
813,newsrescue.com,mixed,FN,L,"1,025,757",,0,News Rescue
814,newssloth.com,mixed,FN,L,"2,676,069",,0,News Sloth
815,newstarget.com,low,CP,L,"162,269",W,-0.85,News Target
816,newsview.gr,very-low,FN,L,"2,570,906",,-0.93,Newsview
817,newswars.com,low,FN,L,"119,082",,-1,NewsWars
818,newswithviews.com,low,FN,L,"296,140",,-0.08,News with Views
819,nextnewsnetwork.com,low,FN,L,"846,631",,0,Next News Network
820,nmws.us,low,FN,L,"20,000,000",,-0.6,NMWS.us
821,nolareporter.com,mixed,FN,L,"20,000,000",W,-0.95,Nola Reporter
822,nomorefakenews.com,very-low,CP,L,"496,433",,-0.73,No More Fake News
823,noqreport.com,low,FN,L,"170,134",,-0.58,NOQ Report
824,nordicmonitor.com,mixed,FN,L,"427,137",W,0,Nordic Monitor
825,northalaskanews.com,mixed,FN,L,"20,000,000",W,-0.36,North Alaska News
826,northbaltimorejournal.com,mixed,FN,L,"20,000,000",W,-0.95,North Baltimore Journal
827,northbirminghamtimes.com,mixed,FN,L,"20,000,000",W,-0.36,North Birmingham Times
828,northbluegrassnews.com,mixed,FN,L,"20,000,000",W,-0.95,North Blueglass News
829,northbostonnews.com,mixed,FN,L,"20,000,000",W,-0.95,North Boston News
830,northbrowardnews.com,mixed,FN,L,"20,000,000",W,-0.36,North Broward News
831,northcoastcanews.com,mixed,FN,L,"20,000,000",W,-0.36,North Coast California News
832,northcooknews.com,mixed,FN,L,"2,253,660",W,-0.36,North Cook News
833,northdsmnews.com,mixed,FN,L,"20,000,000",W,-0.36,North DSM News
834,northegyptnews.com,mixed,FN,L,"20,000,000",W,-0.36,North Egypt News
835,northfultontoday.com,mixed,FN,L,"20,000,000",W,-0.36,North Fulton Today
836,northgwinnettnews.com,mixed,FN,L,"20,000,000",W,-0.36,North Gwinnett News
837,northhennepinnews.com,mixed,FN,L,"20,000,000",W,-0.95,North Hennepin News
838,northidahotimes.com,mixed,FN,L,"20,000,000",W,-0.36,North Idaho Times
839,northindynews.com,mixed,FN,L,"20,000,000",W,-0.36,North Indy News
840,northinlandnews.com,mixed,FN,L,"20,000,000",W,-0.36,North Inland News
841,northiowareporter.com,mixed,FN,L,"20,000,000",W,-0.95,North Iowa Reporter
842,northjeffconews.com,mixed,FN,L,"20,000,000",W,-0.36,North Jefferson County News
843,northkentnews.com,mixed,FN,L,"20,000,000",W,-0.95,North Kent News
844,northkentuckynews.com,mixed,FN,L,"20,000,000",W,-0.95,North Kentucky News
845,northlaketimes.com,mixed,FN,L,"20,000,000",W,-0.36,North Lake Times
846,northlittlerocktimes.com,mixed,FN,L,"20,000,000",W,-0.36,North Little Rock Times
847,northmianews.com,mixed,FN,L,"9,348,787",W,-0.36,North Miami-Dade News
848,northmichigannews.com,mixed,FN,L,"20,000,000",W,-0.95,North Michigan News
849,northnewcastlenews.com,mixed,FN,L,"20,000,000",W,-0.36,North New Castle News
850,northoctimes.com,mixed,FN,L,"20,000,000",W,-0.36,North OC Times
851,northorlandonews.com,mixed,FN,L,"20,000,000",W,-0.36,North Orlando News
852,northpalmbeachtoday.com,mixed,FN,L,"20,000,000",W,-0.36,North Palm Beach Today
853,northpanhandlenews.com,mixed,FN,L,"20,000,000",W,-0.36,North Panhandle News
854,northpimanews.com,mixed,FN,L,"20,000,000",W,-0.36,North Pima News
855,northpinellasnews.com,mixed,FN,L,"20,000,000",W,-0.36,North Pinellas News
856,northramseynews.com,mixed,FN,L,"20,000,000",W,-0.95,North Ramsey News
857,northsactoday.com,mixed,FN,L,"20,000,000",W,-0.36,North Sacramento Today
858,northsfvtoday.com,mixed,FN,L,"20,000,000",W,-0.36,North SFV Today
859,northsgvnews.com,mixed,FN,L,"20,000,000",W,-0.36,North SGV News
860,northshorelanews.com,mixed,FN,L,"20,000,000",W,-0.95,North Shore Louisiana News
861,northwichitanews.com,mixed,FN,L,"20,000,000",W,,North Wichita News
862,notallowedto.com,low,FN,L,"4,288,714",,-0.92,Not Allowed to
863,notrickszone.com,low,CP,L,"713,722",,-0.76,NoTricksZone
864,novitimes.com,mixed,FN,L,"4,492,648",W,-0.95,Novi Times
865,now8news.com,very-low,FN,L,"20,000,000",W,-0.96,Now8News
866,nowtheendbegins.com,low,CP,L,"189,274",,-0.66,Now The End Begins
867,npr.news,very-low,CP,L,"20,000,000",,-0.6,NPR News
868,nrlc.org,low,FN,L,"1,144,153",W,0.72,National Right to Life Committee
869,ntd.com,mixed,FN,L,"85,821",W,,New Tang Dynasty
870,ntd.tv,mixed,FN,L,"20,000,000",W,,New Tang Dynasty
871,nutrientreference.com,very-low,CP,L,"8,752,582",,0.22,NutrientReference.com
872,nutritionfacts.org,mixed,CP,L,"55,936",W,0.21,Nutritionfacts.org
873,nvic.org,low,CP,L,"1,224,212",W,-0.32,National Vaccine Information Institute
874,nwalabamanews.com,mixed,FN,L,"20,000,000",W,,NW Alabama News
875,nwarkansasnews.com,mixed,FN,L,"7,004,028",W,-0.36,NW Arkansas News
876,nwatlantanews.com,mixed,FN,L,"20,000,000",W,-0.36,NW Atlanta News
877,nwconnnews.com,mixed,FN,L,"20,000,000",W,-0.36,NW Connecticut News
878,nwgeorgianews.com,mixed,FN,L,"20,000,000",W,-0.36,NW Georgia News
879,nwillinoisnews.com,mixed,FN,L,"20,000,000",,-0.36,NW Illinois News
880,nwiowanews.com,mixed,FN,L,"20,000,000",W,-0.95,NW Iowa News
881,nwkansasnews.com,mixed,FN,L,"20,000,000",W,,NW Kansas News
882,nwlaketimes.com,mixed,FN,L,"8,838,361",,,Northwest Lake Times
883,nwlatimes.com,mixed,FN,L,"20,000,000",W,-0.36,NW LA Times
884,nwlouisiananews.com,mixed,FN,L,"20,000,000",W,-0.95,NW Louisiana News
885,nwminnesotanews.com,mixed,FN,L,"20,000,000",W,-0.95,NW Minnesota News
886,nwriversidenews.com,mixed,FN,L,"20,000,000",W,-0.36,NW Riverside News
887,nwtwincities.com,mixed,FN,L,"20,000,000",W,-0.95,NW Twin Cities
888,nwvalleytimes.com,mixed,FN,L,"20,000,000",W,-0.36,NW Valley Times
889,nwwaynenews.com,mixed,FN,L,"7,697,864",W,-0.95,Northwest Wayne News
890,oaklandcitywire.com,mixed,FN,L,"7,526,350",W,0,Oakland City Wire
891,oann.com,low,FN,L,"22,084",W,-0.38,One America News Network
892,oathkeepers.org,low,FN,L,"20,000,000",W,-0.45,Oath Keepers
893,objectivist.co,mixed,FN,L,"6,247,531",,0,Objectivist
894,ocalastandard.com,mixed,FN,L,"20,000,000",W,-0.36,Ocala Standard
895,occupydemocrats.com,low,FN,L,"111,148",W,-0.18,Occupy Democrats
896,occupyyourself.org,mixed,CP,L,"20,000,000",,,Occupy Yourself
897,off-guardian.org,mixed,CP,L,"127,269",,-0.11,OffGuardian
898,ohioindependent.com,mixed,FN,L,"20,000,000",,,The Ohio Independent
899,okeechobeetimes.com,mixed,FN,L,"9,103,682",W,,Okeechobee Times
900,online-updates.net,mixed,CP,L,"210,863",,0,Online Updates
901,organicconsumers.org,low,CP,L,"434,939",W,-0.12,Organic Consumers Association
902,organicfacts.net,mixed,CP,L,"155,468",,0.1,Organic Facts
903,origo.hu,mixed,FN,L,"4,449",W,0.74,Origo
904,orlandostandard.com,mixed,FN,L,"20,000,000",W,-0.36,Orlando Standard
905,other98.com,low,FN,L,"20,000,000",,-0.06,The Other 98%
906,ourhealthguides.com,low,CP,L,"20,000,000",,-0.6,Our Health Guides
907,outragedpatriot.com,low,FN,L,"1,279,661",,0,Outraged Patriot
908,overpassesforamerica.com,mixed,FN,L,"4,247,365",,0,Overpasses for America
909,oye.news,low,CP,L,"4,000,332",,0,OYE News
910,pacatholictribune.com,mixed,FN,L,"20,000,000",W,,Catholic Tribune
911,pacificpundit.com,low,FN,L,"758,172",,0,Pacific Pundit
912,pakalertpress.com,low,CP,L,"7,103,666",,-0.61,Pak Alert Press
913,palmcoasttimes.com,mixed,FN,L,"20,000,000",W,-0.36,Palm Coast Times
914,panamacityreporter.com,mixed,FN,L,"20,000,000",W,-0.36,Panama City Reporter
915,pandemic.news,very-low,CP,L,"1,757,239",W,0,Pandemic News
916,pantsonfirenews.com,low,FN,L,"465,607",,0,Pants on Fire News
917,parler.com,low,FN,L,"23,058",W,-0.72,Parler
918,pascoreporter.com,mixed,FN,L,"20,000,000",W,-0.36,Pasco Reporter
919,patribotics.blog,low,FN,L,"20,000,000",W,-0.66,Patribotics Blog
920,patriotfetch.com,low,FN,L,"382,293",,0.6,Patriot Fetch
921,patriotfires.com,low,FN,L,"20,000,000",,0,Patriot Fires
922,patriotfront.us,very-low,FN,L,"2,360,405",W,-0.97,Patriot Front
923,patrioticpost.com,low,FN,L,"356,633",,0,Patriotic Post
924,patrioticviralnews.com,low,FN,L,"718,984",,0,Patriotic Viral News
925,patriotjournal.org,mixed,FN,L,"1,040,828",,0,Patriot Journal
926,patriotnewsfeed.com,mixed,FN,L,"341,044",,,Patriot Newsfeed
927,patriotpulse.net,mixed,FN,L,"161,858",,0.6,Patriot Pulse
928,patriots4truth.org,very-low,CP,L,"2,347,573",,-0.86,Patriots For Truth
929,patriotuproar.com,mixed,FN,L,"4,837,784",,,Patriot Uproar
930,paulcraigroberts.org,very-low,CP,L,"169,518",,,null
931,pcmustdie.com,low,FN,L,"20,000,000",,0,PC Must Die News
932,pdmj.org,very-low,CP,L,"4,203,833",,0,Primary Doctor Medical Journal
933,pelicanstatenews.com,mixed,FN,L,"20,000,000",W,-0.95,Pelican State News
934,pennsylvaniaindependent.com,mixed,FN,L,"20,000,000",,,Pennsylvania Independent
935,pensacolatimes.com,mixed,FN,L,"20,000,000",W,-0.36,Pensacola Times
936,peoriastandard.com,mixed,FN,L,"5,681,928",W,-0.36,Peoria Standard
937,perezhilton.com,mixed,FN,L,"32,771",W,0.16,Perez Hilton
938,personalinterpretation.com,low,FN,L,"20,000,000",,-0.6,Personal Interpretation
939,personalliberty.com,low,FN,L,"10,408,087",,0.54,Personal Liberty
940,peta.org,mixed,CP,L,"32,460",W,0.04,PETA
941,phxreporter.com,mixed,FN,L,"20,000,000",W,-0.36,PHX Reporter
942,pinaltoday.com,mixed,FN,L,"20,000,000",W,-0.36,Pinal Today
943,pinellastimes.com,mixed,FN,L,"8,138,558",W,-0.36,Pinellas Times
944,pinestatenews.com,mixed,FN,L,"20,000,000",W,-0.95,Pine State News
945,pjmedia.com,mixed,FN,L,"16,710",W,-0.39,PJ Media
946,pocatellotimes.com,mixed,FN,L,"20,000,000",W,-0.36,Pocatello Times
947,political-discussion.com,low,FN,L,"20,000,000",,-0.6,PoliticalDiscussion
948,politicalanimalnews.com,mixed,FN,L,"502,017",,,Political Animal News
949,politicalmayhem.news,low,FN,L,"20,000,000",,-0.6,Political Mayhem News
950,politicslive.net,very-low,FN,L,"20,000,000",,-1,Politics Live
951,politicsonline.net,low,FN,L,"20,000,000",,-1,PoliticsOnline.Net
952,politifact.news,low,FN,L,"8,033,178",,0,Poltifact News
953,polktimes.com,mixed,FN,L,"20,000,000",W,-0.36,Polk Times
954,pollution.news,very-low,CP,L,"4,820,710",,0,Pollution News
955,pomonavalleynews.com,mixed,FN,L,"20,000,000",W,-0.36,Pomona Valley News
956,pontiactimes.com,mixed,FN,L,"20,000,000",W,-0.95,Pontiac Times
957,pop.org,low,FN,L,"1,818,571",W,0.2,Population Research Institute
958,populartechnology.net,mixed,CP,L,"4,084,510",,0,Popular Technology
959,populist.press,low,FN,L,"20,000,000",,-0.1,Populist Press
960,populistpress.com,low,FN,L,"55,259",,0.6,Populist Press
961,portlandmainenews.com,mixed,FN,L,"20,000,000",W,-0.95,Portland Maine News
962,powderedwigsociety.com,low,FN,L,"20,000,000",,0,Powdered Wig Society
963,prageru.com,low,FN,L,"60,789",W,-0.72,PragerU
964,prairiestatewire.com,mixed,FN,L,"2,959,126",,-0.36,Prairie State Wire
965,pravdareport.com,very-low,FN,L,"2,663,358",W,-0.74,Pravda Report
966,prepareforchange.net,low,CP,L,"218,505",,0.22,Prepare for Change
967,presidentialhill.com,low,FN,L,"428,628",,0,Presidential Hill
968,presscalifornia.com,very-low,FN,L,"813,126",,0,Press California
969,presscorp.org,mixed,FN,L,"7,686,556",,0,Press Corp
970,pressfortruth.ca,mixed,CP,L,"1,128,896",,0.05,Press for Truth
971,presstv.com,low,FN,L,"1,147,443",W,-0.27,Press TV
972,principia-scientific.com,low,CP,L,"395,266",,-0.04,Principia Scientific
973,principia-scientific.org,low,CP,L,"3,552,686",,0.14,Principia Scientific International
974,prisonplanet.com,very-low,CP,L,"1,009,468",W,0.19,Prison Planet
975,prntly.com,low,FN,L,"20,000,000",W,-0.9,Prntly
976,profam.org,low,FN,L,"5,104,249",,0,International Organization for the Family
977,progressivestoday.com,low,FN,L,"20,000,000",,-0.3,Progressives Today
978,progresstribune.com,mixed,FN,L,"20,000,000",,0,Progress Tribune
979,projectveritas.com,mixed,FN,L,"265,904",W,-0.1,Project Veritas
980,prophecynewswatch.com,low,CP,L,"137,053",,0.48,Prophecy News Watch
981,prophecytoday.com,low,CP,L,"7,635,067",,0.24,Prophecy Today
982,propornot.com,mixed,CP,L,"20,000,000",W,0,Prop or Not
983,protothema.gr,mixed,FN,L,"2,023",W,0.17,Proto Thema
984,protrumpnews.com,low,FN,L,"64,640",,0.6,Pro Trump News
985,pulaskitimes.com,mixed,FN,L,"20,000,000",W,-0.36,Pulaski Times
986,qanon.pub,very-low,CP,L,"166,565",,-0.78,Q
987,qpolitical.com,mixed,FN,L,"3,276,827",,-0.65,QPolitical
988,quillette.com,mixed,FN,L,"93,707",W,-0.12,Quillette
989,quincyreporter.com,mixed,FN,L,"20,000,000",W,,Quincy Reporter
990,rairfoundation.com,low,FN,L,"148,351",,0.6,RAIR Foundation USA
991,randpaul.news,very-low,CP,L,"6,380,152",,-0.6,RandPaul.News
992,rapturenewsnetwork.com,low,CP,L,"20,000,000",,0,Rapture News Network
993,rationalground.com,mixed,FN,L,"4,153,301",,0,Rational Ground
994,rawconservativeopinions.com,mixed,FN,L,"20,000,000",,0,Raw Conservative Opinions
995,react365.com,very-low,FN,L,"3,821,692",,-1,React365
996,realclimatescience.com,low,CP,L,"400,566",,-0.82,Real Climate Science
997,realconservativesunite.com,low,FN,L,"20,000,000",,,Real Conservatives Unite
998,realfarmacy.com,low,CP,L,"2,222,313",,-0.56,REALfarmacy.com
999,realjewnews.com,very-low,CP,L,"585,478",,0.02,Real Jew News
1000,realnews24.com,low,CP,L,"5,807,075",,0.22,Real News 24
1001,rebelnews.com,mixed,FN,L,"48,077",W,0.16,Rebel News
1002,redacted.inc,mixed,FN,L,"279,207",,,Redacated
1003,reddingtoday.com,mixed,FN,L,"7,767,878",W,-0.36,Redding Today
1004,redice.tv,low,FN,L,"556,410",W,-0.88,Red Ice TV
1005,redorbit.com,mixed,FN,L,"349,544",,0.15,Red Orbit
1006,redoubtnews.com,mixed,CP,L,"2,756,431",,0,Redoubt News
1007,redpillpodcasts.com,very-low,CP,L,"3,734,857",,,RedPill Project
1008,redrightdaily.com,mixed,FN,L,"936,925",,,Red Right Daily
1009,redrightpatriot.com,mixed,FN,L,"921,793",,,Red Right Patriot
1010,redstatenation.com,low,FN,L,"1,338,653",,,Red State Nation
1011,redstatewatcher.com,low,FN,L,"222,079",,-0.96,Red State Watcher
1012,redvoicemedia.com,low,FN,L,"42,515",,-0.58,Red Voice Media
1013,redwhiteandright.com,low,FN,L,"20,000,000",,0,"Red, White and Right"
1014,redwoodempirenews.com,mixed,FN,L,"6,993,948",W,-0.36,Redwood Empire News
1015,reformedmedia.net,low,FN,L,"6,049,232",,,Reformed Media
1016,remnantnewspaper.com,low,FN,L,"472,595",W,0.34,The Remnant Newspaper
1017,renewamerica.com,low,FN,L,"1,118,453",W,-0.1,Renew America
1018,rense.com,very-low,CP,L,"68,604",W,0.03,Rense
1019,republicandaily.com,mixed,FN,L,"211,663",,,Republican Daily
1020,republicworld.com,mixed,FN,L,"7,422",W,0.07,Republic World
1021,researchantisemitism.ca,low,FN,L,"20,000,000",,0,Center for Research of Radicalism and National Security
1022,resistthemainstream.org,mixed,FN,L,"46,488",,0.16,Resist the Mainstream
1023,responsibletechnology.org,mixed,CP,L,"2,253,645",W,-0.08,Institute for Responsible Technology
1024,returnofkings.com,low,FN,L,"416,178",,0.04,Return of Kings
1025,returntonow.net,low,CP,L,"460,856",,0,Return to Now
1026,revolutionradio.org,low,CP,L,"20,000,000",,-0.82,Revolution Radio
1027,revolver.news,mixed,FN,L,"18,608",,0.16,Revolver.News
1028,rfangle.com,mixed,FN,L,"9,280,872",,-0.03,The RFAngle
1029,ria.ru,low,FN,L,425,W,0.69,RIA Novosti
1030,righterway.com,low,FN,L,"20,000,000",,0,Righter Way
1031,rightnewswire.com,mixed,FN,L,"355,884",,,Right News Wire
1032,rightsidenews.com,low,FN,L,"2,166,531",,0.74,Right Side News
1033,rightsmarts.com,mixed,FN,L,"5,190,919",,0,Right Smarts
1034,rightwing.news,low,FN,L,"20,000,000",,0,Right Wing News
1035,rightwingnews.com,low,FN,L,"937,760",,0.21,Right Side News
1036,rightwingtribune.com,low,FN,L,"2,245,916",,-1,Right Wing Tribune
1037,rinf.com,low,FN,L,"5,515,906",W,0.07,RINF
1038,ripostelaique.com,very-low,FN,L,"136,437",,-0.91,Riposte Laique
1039,riverbendtimes.com,mixed,FN,L,"20,000,000",W,-0.95,River Bend Times
1040,riverparishnews.com,mixed,FN,L,"20,000,000",W,-0.95,River Parish News
1041,riverregiontimes.com,mixed,FN,L,"20,000,000",W,-0.36,River Region Times
1042,rivervalleytoday.com,mixed,FN,L,"20,000,000",W,-0.95,River Valley Today
1043,rockfordsun.com,mixed,FN,L,"8,753,784",,-0.36,Rockford Sun
1044,rockislandtoday.com,mixed,FN,L,"20,000,000",W,-0.36,Rock Island Today
1045,rodong.rep.kp,very-low,FN,L,"62,836",W,,Rodong Sinmun (North Korea)
1046,roguereview.net,low,FN,L,"1,713,231",,,Rogue Review
1047,romereporter.com,mixed,FN,L,"20,000,000",W,-0.36,Rome Reporter
1048,rsbnetwork.com,low,FN,L,"88,819",,-0.28,Right Side Broascasting Network
1049,rt.com,very-low,FN,L,439,W,0.04,RT News
1050,rudaw.net,mixed,FN,L,"21,448",W,0.04,Rudaw
1051,rumble.com,low,FN,L,496,W,-0.8,Rumble
1052,ruptly.tv,mixed,FN,L,"56,854",W,0.01,Ruptly
1053,rushlimbaugh.com,very-low,FN,L,"375,136",W,-0.76,The Rush Limbaugh Show
1054,russia-insider.com,low,FN,L,"694,710",W,-0.88,Russia Insider
1055,ruthinstitute.org,low,FN,L,"2,445,489",W,0.02,Ruth Institute
1056,sacramentostandard.com,mixed,FN,L,"20,000,000",W,-0.36,Sacramento Standard
1057,salemnewswire.com,mixed,FN,L,"20,000,000",W,-0.36,Salem News Wire
1058,sandiegocitywire.com,mixed,FN,L,"8,333,067",W,0,San Diego City Wire
1059,sanevax.org,low,CP,L,"20,000,000",,-0.32,SaneVax
1060,sanfransun.com,mixed,FN,L,"20,000,000",W,-0.36,San Francisco Sun
1061,sangamonsun.com,mixed,FN,L,"7,698,748",W,-0.36,Sangamon Sun
1062,sanjoaquintimes.com,mixed,FN,L,"20,000,000",W,-0.36,San Joaquin Times
1063,sanjosestandard.com,mixed,FN,L,"20,000,000",W,-0.36,San Jose Standard
1064,sanmateosun.com,mixed,FN,L,"20,000,000",W,-0.36,San Mateo Sun
1065,santaclaratoday.com,mixed,FN,L,"20,000,000",W,-0.36,Santa Clara Today
1066,santacruzstandard.com,mixed,FN,L,"20,000,000",W,-0.36,Santa Cruz Standard
1067,santeplusmag.com,low,CP,L,"24,299",,-0.84,Sante Plus Magazine
1068,sarasotareview.com,mixed,FN,L,"20,000,000",W,-0.36,Sarasota Review
1069,savethemales.ca,low,CP,L,"1,685,168",,0.4,Henry Makow
1070,scalaskanews.com,mixed,FN,L,"20,000,000",W,-0.36,SC Alaska News
1071,scconnnews.com,mixed,FN,L,"20,000,000",W,-0.36,SC Connectgicut News
1072,science.news,very-low,CP,L,"20,000,000",,-0.44,Science.news
1073,sciencetimes.com,mixed,FN,L,"163,468",,0.02,The Science Times
