"X","id","screen_name","name","description","order","descrip_label","name_label","combo","label","is_PE"
272,1343246060102316032,"Reflexospuros","PureReflections - TRUTH 🙌 INFLUENCER 📈 🔥","TRUTH 🙌  INFLUENCER 📈 🔥  HONEST UNBIASED POLLS 💫 DEFEND DEMOCRACY & THE RULE OF LAW⚖  CHALLENGE EVERYTHING 💫  TRUST IS EARNT  ♌  FREEDOM IS EVERYTHING🎷 ❤️",1450,"o","o","oo","individual, non-P.E.",FALSE
273,1343246060102316032,"Reflexospuros","PureReflections - TRUTH 🙌 INFLUENCER 📈 🔥","TRUTH 🙌  INFLUENCER 📈 🔥  STAND UP TO BULLIES 💫 DEFEND DEMOCRACY & THE RULE OF LAW⚖  SELFLESS #CHRISTIAN #EQUALITY 💫 RESPECT & 🙇 LOYALTY ♌  🎷",1450,"o","o","oo","individual, non-P.E.",FALSE
274,1343246060102316032,"Reflexospuros","PureReflections - TRUTH 🙌 INFLUENCER 📈 🔥","TRUTH 🙌  INFLUENCER 📈 🔥  STAND UP TO BULLIES 💫 DEFEND DEMOCRACY & THE RULE OF LAW⚖  SELFLESS #CHRISTIAN #EQUALITY 💫 RESPECT & 🙇 LOYALTY ♌  🎷 Leo Male",1450,"o","o","oo","individual, non-P.E.",FALSE
275,1343246060102316032,"Reflexospuros","PureReflections - TRUTH 🙌 INFLUENCER 📈 🔥","TRUTH 🙌  INFLUENCER 📈 🔥  STAND UP TO BULLIES 💫 DEFEND DEMOCRACY & THE RULE OF LAW⚖  SELFLESS #CHRISTIAN #EQUALITY 💫 RESPECT & 🙇 LOYALTY ♌  🎷 ❤️",1450,"o","o","oo","individual, non-P.E.",FALSE
276,1267207127388520448,"ReinfoCovid","Dr MARLON","Médecin qui soigne.",4110,"f","p","pf","non-english",NA
277,1267207127388520448,"ReinfoCovid","Dr MARLON MABROUK","Médecin qui soigne.",4110,"f","p","pf","non-english",NA
278,1267207127388520448,"ReinfoCovid","Dr MARLON PRADO","Médecin qui soigne.",4110,"f","p","pf","non-english",NA
279,1267207127388520448,"ReinfoCovid","Dr MARLON STALEC","Médecin qui soigne.",4110,"f","p","pf","non-english",NA
280,1267207127388520448,"ReinfoCovid","Dr MARLON ZENEKASTRA","Médecin qui soigne.",4110,"f","p","pf","non-english",NA
281,1267207127388520448,"ReinfoCovid","Dr MARLON ÉTROFORT","Médecin qui soigne.",4110,"f","p","pf","non-english",NA
282,816298918468259840,"RepRoKhanna","Rep. Ro Khanna","Silicon Valley's #CA17. Creating jobs in areas left behind & tax credits for working class. Ending endless wars. No PAC $. Probably drinking coffee. he/him",1400,"g","o","og","non-individual",NA
283,1339931490,"RepRobinKelly","Robin Kelly","Official Twitter account for Robin Kelly, U.S. Representative #IL02.",540,"o","o","oo","individual, non-P.E.",FALSE
284,25387183,"ReutersAfrica","Reuters Africa","Reuters Africa provides a feed of our latest news from the continent.",4063,"g","g","gg","non-individual",NA
285,568624483,"Revolution_IRL","Réabhlóid 🏴‍☠️🐊","Blocking anti science clowns and fools generally.",4423,"o","o","oo","individual, non-P.E.",FALSE
286,988950139,"RichardDECARIE","Richard DÉCARIE","La Vérité rend libre, donc n'ayez pas peur !",4725,"f","o","of","non-english",NA
287,55330244,"Rifleman4WVU","T","Love my Wife, Family and Country and want to keep what the Founders wanted for it, Life, Liberty & The Pursuit of Happiness! Mountaineers are Always Free 🇺🇸",3212,"o","o","oo","individual, non-P.E.",FALSE
288,2379986716,"RizzoGiov","il Siculo","",6215,"f","o","of","non-english",NA
289,2379986716,"RizzoGiov","il Siculo","Le difficoltà temprano l’uomo e lo aiutano a migliorarsi",6215,"f","o","of","non-english",NA
290,16406877,"RobertGehrke","Robert Gehrke","Word monger, Enemy of the American People, columnist at http://sltrib.com. Official 2020 Survivor.",5560,"o","o","oo","individual, non-P.E.",FALSE
291,5871672,"RohanV","Rohan Venkat","Associate Editor, @scroll_in || Check out @ScrollGlobal || Doha, Bombay, @USCAnnenberg || rohan@scroll.in || The Political Fix-er || Header by @nithya_sub",5544,"o","o","oo","individual, non-P.E.",FALSE
292,1194602384661630976,"SAHPRA1","SAHPRA","SAHPRA is tasked with regulating (monitoring, evaluating, investigating, inspecting and registering) all health products and clinical trials in South Africa.",7125,"g","o","og","non-individual",NA
293,1259233197423984640,"SDicht","Scholen Veilig","Voorzorgprincipe | #ZeroCovid | Kinderen, coronavirus & school | #ScholenVeilig = bij veel virus online | Goed BCO | Preventie | Testen | #SolidairNaarNul",4399,"f","o","of","non-english",NA
294,1259233197423984640,"SDicht","Scholen Veilig #SolidairNaarNul","Voorzorgprincipe | #ZeroCovid | Kinderen, coronavirus & school | #ScholenVeilig = bij veel virus online | Goed BCO | Preventie | Testen | #SolidairNaarNul",4399,"f","o","of","non-english",NA
295,1259233197423984640,"SDicht","Scholen Veilig #TegenGecontroleerdVerspreiden","Voorzorgprincipe | #ZeroCovid | Kinderen, coronavirus & school | #ScholenVeilig = bij veel virus online | Goed BCO | Preventie | Testen | #SolidairNaarNul",4399,"f","o","of","non-english",NA
296,213762742,"SHNFoundation","Scarborough Health Network Foundation","Inspiring support for Scarborough Health Network to shape the future of health care for Scarborough patients. | 🏥 @SHNcares |📍Scarborough | Donate today!",6592,"g","g","gg","non-individual",NA
297,2736988902,"SKodineya","Kodineya Surender Sharma","Something never change.                                                   
Alone and happy 😎.
🙈🙉🙊..........",4532,"o","o","oo","individual, non-P.E.",FALSE
298,4216062853,"SallyLawry","💧Sally Lawry","Australians deserve better than the LNP. It's time for Integrity! Murdoch free house . Union member. Black lives matter . Asylum seekers need kindness",4433,"o","o","oo","individual, non-P.E.",FALSE
299,53993613,"SammyHudes","Sammy Hudes","Editor-in-Chief, Queen's Park Today/@Today_AB/@BCTodayOfficial. Formerly with @CalgaryHerald. """"""""#1 Flames fan in Toronto""""""""—Jarome Iginla.
sammy@queensparktoday.ca",6303,"o","o","oo","individual, non-P.E.",FALSE
300,53993613,"SammyHudes","Sammy Hudes","NNA-nominated reporter for the @CalgaryHerald/@CalgarySun, formerly with @TorontoStar.

""""""""#1 Flames fan in Toronto"""""""" —Jarome Iginla, 2003

shudes@postmedia.com",6303,"o","o","oo","individual, non-P.E.",FALSE
301,1348181764351647744,"Sandra__Pyke","Sandrine","https://instagram.com/sandra__pyke?igshid=18yhvyeokkqlb",6228,"o","o","oo","individual, non-P.E.",FALSE
302,1456431499,"SanjayJog7","Sanjay Jog","",728,"o","o","oo","individual, non-P.E.",FALSE
303,1282698234130051072,"SarahSm02854325","Sarah Smith","Every hour I need Thee🙏🏻🕊 📚🐛  🇺🇸 #GodBlessTexas You will guide me in your counsel, and afterward you will take me into GLORY Psalm 73:24",6226,"o","o","oo","individual, non-P.E.",FALSE
304,1376506071821340672,"Sarthak43365260","Sarthak kumar","Judicial aspirant",5145,"o","o","oo","individual, non-P.E.",FALSE
305,1161306562062766080,"Schandillia","Amit Schandillia","Twitter threads (see Moments) | Author, 'India Uncharted: History You Missed In Class' (Storytel India) | Aggressively nonpartisan",1418,"o","o","oo","individual, non-P.E.",FALSE
306,1161306562062766080,"Schandillia","Amit Schandillia","Twitter threads (see Moments) | Author, 'India Uncharted: History You Missed In Class' (Storytel India) | CH: Schandillia",1418,"o","o","oo","individual, non-P.E.",FALSE
307,1161306562062766080,"Schandillia","Amit Schandillia","Twitter threads (see Moments) | Author, 'India Uncharted: History You Missed In Class' (Storytel India) | Sometimes on Clubhouse",1418,"o","o","oo","individual, non-P.E.",FALSE
308,2658994370,"Seagullrm","Robert Mason","",866,"o","o","oo","individual, non-P.E.",FALSE
309,1343929205403299840,"SeanWal33531685","Sean Walsh","The Critic, CapX, The Article., Conservatives Global, Lockdown Sceptics, Samizdat Magazine. Former university teacher. Father. Catholic.",7603,"o","o","oo","individual, non-P.E.",FALSE
310,2294172542,"ShamikaRavi","Prof Shamika Ravi","Mother. Economist. Non-Resident Senior Fellow @BrookingsInst. Former Member PM’s Economic Advisory Council. Thinking & writing on Growth & Development of India.",1033,"n","p","pn","Name, NOT 
Description",TRUE
311,55882740,"Sharanyashettyy","Maya","Politics takes my time while food can make my time. 
Chronic cinema goer - Oscar Jury Member",6557,"o","o","oo","individual, non-P.E.",FALSE
312,162071541,"ShaunLintern","Shaun Lintern","Health correspondent @independent. 'Almost unstoppable' in pursuit of #patientsafety. Helped expose #MidStaffs. Public interest journalism matters. #E17",935,"o","o","oo","individual, non-P.E.",FALSE
313,66717575,"SherOnHealth","Jonathan Sher","Passionate about improving health care. Investigative reporter since 1993. Tweets are my own.",668,"o","o","oo","individual, non-P.E.",FALSE
314,1248832367080484864,"SimonYstwyth","Simon #KBF 🙂","#KBF Committed to democracy, freedom of speech, no rights without responsibilities, Grecophile, laughter, wine & sunshine.",5158,"o","o","oo","individual, non-P.E.",FALSE
315,718487389,"SissiPatriote","UE= Machin IRREFORMABLE,c inscrit dans les traités","gastronomie🍷🧀🥓🥖🥘🍰, culture✝ et laïcité, nature🌾🌲🌼
#FREXIT #Asselineau👍🏻Souveraineté/identité. #Rougeyron, F.#Cousin etc. #StopDictatureSanitaire😡",4250,"o","o","oo","individual, non-P.E.",FALSE
316,26074091,"SmartJagtap","Sangram Shivaji Jagtap","पत्रकारिता, जनसंपर्क, @PoCRA_ @SmartPune, Ex- @SakalMediaNews, @LoksattaLive, @pudharionline
#SmartCity, #Pune, PR, Govt, #Marathi, Defence, Views urs, RTs mine",1936,"f","o","of","non-english",NA
317,3285094608,"SniggihNire","Dept. 𝘰𝘧 Counterinsurgency","“Let every child of the Republic learn to live for his God, his land and the Union.”",900,"o","o","oo","individual, non-P.E.",FALSE
318,3285094608,"SniggihNire","Secretary 𝘰𝘧 𝘵𝘩𝘦 Counterinsurgency","“Let every child of the Republic learn to live for his God, his land and the Union.”",900,"o","o","oo","individual, non-P.E.",FALSE
319,377295382,"SpeakUpAfrica1","Speak Up Africa","Speak Up Africa is a Policy and Advocacy Action Tank that contributes critically to the dialogue and strives to form the blueprints for concrete action.",3271,"g","g","gg","non-individual",NA
320,2914105661,"SrbijaMila","Dr sci Mila Aleckovic","Professeur de psychologie, neuro-psychologie et
psychiatrie anthropologique,
écrivain, poète et peintre,
activiste de la diaspora serbe

Профессор психологии, н",372,"f","p","pf","non-english",NA
321,948552699007684608,"StarMedCare","StarMed Healthcare","Based in Charlotte, North Carolina, StarMed Healthcare is an independently owned medical center, dedicated to the Queen City and the citizens of our state.",5425,"g","g","gg","non-individual",NA
322,224568664,"Steven_Swinford","Steven Swinford","Political Editor, The Times",146,"o","o","oo","individual, non-P.E.",FALSE
323,1043630215,"SthrnMomNGram","Teresa¯\_(ツ)_/¯ Nix 46 Not My President!","🇺🇸Respect&Honor OUR Military🇺🇸Respect 4 the Rule of Law & Our Constitution!🇺🇸 I support EQUAL RIGHTS 4 ALL LEGAL CITIZENS🇺🇸#1A & #2A🇺🇸NO TRAINS🇺🇸",4803,"o","o","oo","individual, non-P.E.",FALSE
324,49616509,"StoneSculptorJN","Jay Nelson 🇨🇦 ⏳🔪","Political Commentator, Philosopher, Culture Vulture, Sculptor, Saw Operator, Tree Planter, Trail Blazer, with “Outlandish Ideas” 🌲🌲🌲 (not medical advice)",2654,"o","o","oo","individual, non-P.E.",FALSE
325,1258962064976097280,"Strauss4House","Michael","US House candidate for Pennsylvania’s 1st congressional district. Aiming to better serve Bucks and Montgomery county. #PA01",5779,"o","o","oo","individual, non-P.E.",FALSE
326,12699932,"SunSentinel","South Florida Sun Sentinel","The official Sun Sentinel Twitter account. Covering Broward, Palm Beach and Miami-Dade. Winner of the 2019 Pulitzer Prize Gold Medal For Public Service.",4760,"g","g","gg","non-individual",NA
327,225072304,"Swiftie01","Catherine Swift","Past CFIB Pres/CEO, mom, grandma, economist, sports fan. Love fighting intrusive freedom thieves in govts, unions, large corps, etc.",469,"o","o","oo","individual, non-P.E.",FALSE
328,22562961,"TOPublicHealth","Toronto Public Health","Official Toronto Public Health. Need health info? Call 416-338-7600. Translation is available. Account not monitored 24/7. Terms of Use: https://t.co/puha7vUyti",3111,"g","g","gg","non-individual",NA
329,554648712,"TanjaBueltmann","Prof Tanja Bueltmann","Chair in International History @UniStrathclyde | migration & diaspora | EU citizens' rights | German-British dual national | New Scot | she•her | my views",4964,"n","p","pn","Name, NOT 
Description",TRUE
330,19738104,"TaylorRMarshall","Dr Taylor Marshall","Catholic Author, Teacher, YouTuber. Husband of Joy. Father of 8 children. Please say a prayer for me. My Podcast:",3199,"n","p","pn","Name, NOT 
Description",TRUE
331,2421067430,"TeaPainUSA","Tea Pain","Democracy Savage - Born Thomas Elmer Addison Pain - July 4th, 1976",5606,"o","g","go","non-individual",NA
332,19821744,"Texasexpatriate","Behind Enemy Lines","🇺🇸 Dallas, Texas 🇺🇸 NYC 🇺🇸Venice, Italy 

GAB:    @_BehindEnemyLines_",6819,"o","o","oo","individual, non-P.E.",FALSE
333,1123143752984477696,"ThatAlexWoman","Alex Phillips","Politics, cats, cooking, cryptic crosswords, F1. Opinions on almost everything. Soon to be on your telly with GB News / https://www.instagram.com/thatalexwoman/",2400,"o","o","oo","individual, non-P.E.",FALSE
334,1123143752984477696,"ThatAlexWoman","Alexandra Phillips","Politics, cats, cooking, cryptic crosswords, F1. Opinions on almost everything. Soon to be on your telly with GB News / https://www.instagram.com/thatalexwoman/",2400,"o","o","oo","individual, non-P.E.",FALSE
335,1123143752984477696,"ThatAlexWoman","Alexandra Phillips","Politics, cats, cooking, cryptic crosswords, Formula 1. Opinions on almost everything. Soon to be on your telly with GB News",2400,"o","o","oo","individual, non-P.E.",FALSE
336,855082102093754368,"ThatRyanChap","Ryan","commentary from a non expert with the odd Corona chart",5245,"o","o","oo","individual, non-P.E.",FALSE
337,60606206,"ThatTimWalker","Tim Walker","💙 A point of view",2189,"o","o","oo","individual, non-P.E.",FALSE
338,1247223374717296640,"TheInsiderPaper","Insider Paper","Covering Breaking News And Events Unfolding In The World",3489,"g","o","og","non-individual",NA
339,27013292,"TheLancet","The Lancet","Welcome to The Lancet on Twitter. Keep in touch with The Lancet, one of the world's leading general medical journals, published weekly since 1823 #FutureChild",1284,"o","o","oo","individual, non-P.E.",FALSE
340,1176994477,"TheLeadCNN","The Lead CNN","The Lead with @jaketapper airs at 4pm ET on CNN.",762,"o","o","oo","individual, non-P.E.",FALSE
341,734417216876216320,"TheOldLoftyOne","👀LoftyOddThumbs👀","My family are my life but in my spare time I love #gaming #films #cars & just love having a laugh & joke with people 😁👍",4799,"o","o","oo","individual, non-P.E.",FALSE
342,734417216876216320,"TheOldLoftyOne","👀LoftyOddThumbs👀","One day this madness will be over, keep the faith 🙏",4799,"o","o","oo","individual, non-P.E.",FALSE
343,734417216876216320,"TheOldLoftyOne","👀LoftyOddThumbs👀","We can all disagree at times but we don’t need to be nasty with it, let’s ALL learn that it’s ok to agree to disagree. Stay safe all #XboxLive: WhereIsLofty",4799,"o","o","oo","individual, non-P.E.",FALSE
344,734417216876216320,"TheOldLoftyOne","👀LoftyOddThumbs👀","XBL: WhereIsLofty ( started a new account, feel free to add me & ill add you back 👍) One day this madness will be over, keep the faith 🙏",4799,"o","o","oo","individual, non-P.E.",FALSE
345,101785402,"ThePattersonFdn","Patterson Foundation","Strengthening the efforts of people, organizations & communities. We focus on issues that address common aspirations & foster participation in #philanthropy.",6392,"o","g","go","non-individual",NA
346,2930935453,"ThePrintIndia","ThePrintIndia","Substance of print, Reach of digital. Also follow our other handles @ThePrintScience, @ThePrintHindi, @ThePrintOTC",7052,"o","g","go","non-individual",NA
347,27182410,"TheeAdamRich","Adam Rich 🌎⚾️🇺🇸","Former Captive {Actor & Writer} NOTverified*~Guaranteed me®️I should be dead, yet I’m still here  🏁...Thy Wiki is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿",5884,"o","o","oo","individual, non-P.E.",FALSE
348,27182410,"TheeAdamRich","Adam Rich 🌎⚾️🇺🇸","Former Prisoner {actor & writer}NOT verified* ~ Guaranteed me®️ I should be dead, yet I’m still here🏁 Thy Wiki is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿",5884,"o","o","oo","individual, non-P.E.",FALSE
349,27182410,"TheeAdamRich","Adam Rich 🌎⚾️🇺🇸","Former Prisoner... now warden. NOT verified* ~ Guaranteed me®️ I should be dead, yet I’m still here🏁 Thy Wiki is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿",5884,"o","o","oo","individual, non-P.E.",FALSE
350,27182410,"TheeAdamRich","Adam Rich 🌎⚾️🇺🇸","Former “Prisoner”... now warden! {actor/writer} Guaranteed me®️ I should be dead, yet I’m still here🏁 Thy Wiki is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿",5884,"o","o","oo","individual, non-P.E.",FALSE
351,27182410,"TheeAdamRich","Adam Rich⚾️🌎🇺🇸","FORMER PRISONER {actor & writer} NOTverified*~Guaranteed me©️ I should be, but I’m not dead yet! Thy Wiki page is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿",5884,"o","o","oo","individual, non-P.E.",FALSE
352,27182410,"TheeAdamRich","Adam Rich⚾️🌎💙🇺🇸","FORMER PRISONER {actor & writer} NOTverified*~Guaranteed me©️ I should be, but I’m not dead yet! Thy Wiki page is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿",5884,"o","o","oo","individual, non-P.E.",FALSE
353,27182410,"TheeAdamRich","Adam Rich💙⚾️🇺🇸","FORMER PRISONER {actor & writer} NOTverified*~Guaranteed me©️ I should be, but I’m not dead yet! Thy Wiki page is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿",5884,"o","o","oo","individual, non-P.E.",FALSE
354,27182410,"TheeAdamRich","Adam Rich🤟🏼","FORMER PRISONER {actor & writer} NOTverified*~Guaranteed me©️ I should be, but I’m not dead yet! Thy Wiki page is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿",5884,"o","o","oo","individual, non-P.E.",FALSE
355,3425187802,"TkMelly","TkMel 💜🇺🇸💜","Love God, Family & the USA, Prolife, 2A, Anti-fake news, Followed By Many Awesome Patriots, #CCOT, IFBP, #GodBlessOurTroops",5227,"o","o","oo","individual, non-P.E.",FALSE
356,110477807,"TonyMcKelvie","Tony McKelvie","Just some old hat",6956,"o","o","oo","individual, non-P.E.",FALSE
357,1056208130596466688,"Too_Much_Hoops","TooMuchHoops (Brad)","Analysis, defense, & highlights of the NBA, focused on the Raptors #WeTheNorth. Run by Brad Vermunt. Subscribe on YouTube & at https://t.co/vrxNmAFuav. He/Him",6701,"o","o","oo","individual, non-P.E.",FALSE
358,26441268,"ToshGreenslade","Tosh Greenslade","Actor on @madashelltv on @ABCTV, author of The Scomo Diaries (out now)",6604,"o","o","oo","individual, non-P.E.",FALSE
359,1149770531459256320,"TraceyOMahony81","Tracey O'Mahony","Barrister-at-Law. B.A., LL.B, B.L.
Free Speech is an Inalienable Human Right and the Cornerstone of Democracy & No Government Shall Restrict my Right to Speak.",3542,"o","o","oo","individual, non-P.E.",FALSE
360,3664109892,"TrueNorthCentre","True North","True North is a Canadian digital media platform focused on investigative reporting and telling the other side of the story.",7057,"g","o","og","non-individual",NA
361,1289202854046179328,"Truthseeker1985","Truthseeker1984","Seeking the real truth in a world full of lies, 
Always remember,  there's no such thing as a coincidence!
I identify as unvaccinated!!",1614,"o","o","oo","individual, non-P.E.",FALSE
362,1289202854046179328,"Truthseeker1985","Truthseeker1984","Seeking the real truth in a world full of lies, 
Always remember,  there's no such thing as a coincidence! 

email me direct at Truthseeker.1984@hotmail.com",1614,"o","o","oo","individual, non-P.E.",FALSE
363,1289202854046179328,"Truthseeker1985","Truthseeker1984","Seeking the real truth in a world full of lies, 2021 the rebellion begins!!
DMs welcome
email me any direct at Truthseeker.1984@hotmail.com
#TakeOffYourMask",1614,"o","o","oo","individual, non-P.E.",FALSE
364,1140090941195325440,"TurnbullWhitby","Ryan Turnbull","Liberal Member of Parliament for Whitby. Father, husband, social entrepreneur and former CEO. 📞905-665-8182 📧Ryan.Turnbull@parl.gc.ca he/him/il",7646,"o","o","oo","individual, non-P.E.",FALSE
365,1247784525599399936,"UK_UNIFICATION","Covid passport's equal discrimination","🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇪🇺🇸 Driving force for truth, freedom #AntiImmigration #Patriot #AntiGlobalist #KBF #trump2024 #AntiWoke",6100,"o","o","oo","individual, non-P.E.",FALSE
366,1247784525599399936,"UK_UNIFICATION","Covid passport's equal discrimination","🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇪🇺🇸 Driving force for truth, freedom and fairness for all. #Partiot #AntiGlobalist #KBF #trump2024 #AntiWoke",6100,"o","o","oo","individual, non-P.E.",FALSE
367,1247784525599399936,"UK_UNIFICATION","Covid passport's equal discrimination","🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇪🇺🇸 Driving force for truth, freedom and fairness for all. #Patriot #AntiGlobalist #KBF #trump2024 #AntiWoke",6100,"o","o","oo","individual, non-P.E.",FALSE
368,1247784525599399936,"UK_UNIFICATION","Dover Anti Immigration Protest May 29th 1pm","🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇪🇺🇸 Driving force for truth, freedom #AntiImmigration #Patriot #AntiGlobalist #KBF #trump2024 #AntiWoke",6100,"o","o","oo","individual, non-P.E.",FALSE
369,106355048,"UKinMalaysia","UK in Malaysia🇬🇧","We are the British High Commission in Kuala Lumpur. Follow us for updates about our work and UK-related news. Also see: @tradegovukMYS and @UKMYDefence",6333,"g","g","gg","non-individual",NA
370,22898078,"UKinVietnam","UK in Vietnam🇬🇧🇻🇳","Official account of the British Embassy Hanoi and British Consulate-General HCMC. Follow our HMA @GarethWardUK and HMCG @EmilyHamblinUK.",581,"g","o","og","non-individual",NA
371,240374439,"UNICEFmedia","UNICEF Media","Latest news, breaking stories and broadcast-quality content from UNICEF's Press Office at headquarters in New York. Email us at press@unicef.org",6961,"g","g","gg","non-individual",NA
372,15754281,"USATODAY","USA TODAY","The latest news and most interesting stories from USA TODAY. News that's meant to be shared.",5312,"o","g","go","non-individual",NA
373,30815198,"UTxJGTheDon","JG","USA, UTx, 1/3 of the GI podcast, @giupdates | Working with @arozzichairs X @elgato X @logitechg | biz: jg@giupdates.tv",4772,"o","f","fo","non-english",NA
374,1286238525235527680,"Valy96263764","Valy la Déqodeuse","",3168,"o","o","oo","individual, non-P.E.",FALSE
375,21419504,"WCVB","WCVB-TV Boston","Real time updates from Boston's News Leader: WCVB NewsCenter 5",1121,"g","g","gg","non-individual",NA
376,3794682452,"WHOWPRO","World Health Organization (WHO) Western Pacific","World Health Organization @WHO in Western Pacific Region, home to 1.9B people. See latest tweets for updated #COVID19 advice. Regional Director @takeshi_kasai.",6411,"g","g","gg","non-individual",NA
377,3794682452,"WHOWPRO","World Health Organization (WHO) Western Pacific","World Health Organization @WHO in the Western #Pacific Region, 🏠 to 1.9B in #Asia & #Oceania. See new tweets for updated #COVID19 advice. ➡️ RD @takeshi_kasai",6411,"g","g","gg","non-individual",NA
378,1328151017385463808,"WTH_BC","Seriously, WTH BC?","Delightfully disagreeable, beautifully blunt. Defending BC, asking the questions journalists won't.",4581,"o","o","oo","individual, non-P.E.",FALSE
379,1328151017385463808,"WTH_BC","Seriously, WTH BC?","Delightfully disagreeable, beautifully blunt. WTH is going on in BC?",4581,"o","o","oo","individual, non-P.E.",FALSE
380,741903096,"WakeAustralia","WAKE UP AUSTRALIA WAKE UP","Just offering you my perception of the truth. Take it or leave it. No other agenda.",3528,"o","o","oo","individual, non-P.E.",FALSE
381,1468961041,"WilmaSlurrie","Mrs & Mr Slurrie","Joint effort. One drums in The Trolling Stones; other authored: 'Momzers, fermented cabbage, gump-stumps & slush-bags: the history of RWNJ’.",5222,"o","o","oo","individual, non-P.E.",FALSE
382,377026626,"WorldBankSAsia","World Bank South Asia","Gateway to the World Bank's activities in South Asia including Afghanistan, Bangladesh, Bhutan, India, Maldives, Nepal, Pakistan, & Sri Lanka. Talk to us!",1568,"o","g","go","non-individual",NA
383,14810076,"YouGov","YouGov","Exploring what the world thinks, every day",4079,"o","o","oo","individual, non-P.E.",FALSE
384,126966274,"ZaidZamanHamid","Zaid Hamid","A veteran of Soviet-Afghan war, presently National Security Analyst & founding Consultant BrassTacks - The  Advanced Threat Analysis Think Tank.",6289,"o","o","oo","individual, non-P.E.",FALSE
385,1376475757367582720,"Zeeshan57158131","Ahmad","Smart",1259,"o","o","oo","individual, non-P.E.",FALSE
386,854800783820300288,"Zis1941","Zis","",882,"o","o","oo","individual, non-P.E.",FALSE
387,854800783820300288,"Zis1941","Zis","""""""""...Tyrants, listen, it shouldn't be kept from you, our vengeance shall be red too!"""""""" - Kosta Abrašević",882,"o","o","oo","individual, non-P.E.",FALSE
388,3007743953,"_RUSSIE_","RUSSIE INFO 🇷🇺","Canal d'informations sur la Russie en Français  #Russie #Russia #РФ #Россия",1734,"f","f","ff","non-english",NA
389,3004769941,"aaron_ashley1","Aaron Ashley","Can't stand bullshit, blatant lying to my face, crap cover stories or any other horse shit.",5038,"o","o","oo","individual, non-P.E.",FALSE
390,552842384,"abdullah_0mar","Farrago Abdullah","Unofficial account. Fake. Mujh par Ek ehsaan karna, Mere BAAP ko kuch mat batana. Blocked by real Omar Abdullah again. I am not Pakistani",577,"f","o","of","non-english",NA
391,278333109,"actshually","Basic","Lawyer lawyering law. I don’t care what you do, just don’t eat my pizza. (Opinions are mine after I run them by your mom.) (alt: @totsmcgeeee)",2962,"o","o","oo","individual, non-P.E.",FALSE
392,278333109,"actshually","Basic Libertarian","Lawyer lawyering law. I don’t care what you do, just don’t eat my pizza. (Opinions are mine after I run them by your mom.) (alt: @totsmcgeeee)",2962,"o","o","oo","individual, non-P.E.",FALSE
393,184789840,"aginnt","Aaron Ginn","Cofounder of @joinlincoln + new co. alum: growth @everlane @stumbleupon and @MittRomney 2012. Saved by grace for καινὸν οὐρανός γῆν. #skeptic #crossfit #keto",4402,"o","o","oo","individual, non-P.E.",FALSE
394,184789840,"aginnt","Aaron Ginn","Cofounder of @joinlincoln and others. alum: growth @everlane @stumbleupon and @MittRomney 2012. Saved by grace for καινὸν οὐρανός γῆν. #skeptic #crossfit #keto",4402,"o","o","oo","individual, non-P.E.",FALSE
395,1043900406483619840,"agnos_pharmos","Mysterious!☼𓃬","| Iranian patriot- humanist- agnostic- freedom fighter✌🏻| 👀question everything❗ #IranTruth #IranRegimeChange #StopExecutionsInIran  -NO MEK🚫 #براندازم",3548,"o","o","oo","individual, non-P.E.",FALSE
396,1043900406483619840,"agnos_pharmos","Mysterious!☼𓃬","| Iranian patriot- humanist- agnostic- freedom fighter✌🏻| 👀question everything❗ #IranTruth #IranRegimeChange #StopExecutionsInIran -NO MEK🚫 #براندازم",3548,"o","o","oo","individual, non-P.E.",FALSE
397,136693171,"ajayrdave","Ajay Dave","Track Geo-Political-Economic-Social situations.",1366,"o","o","oo","individual, non-P.E.",FALSE
398,136693171,"ajayrdave","Ajay Dave","Track Geo-Political-Economic-Social situations.

Koo: https://t.co/1GHr82feGt

Gab: https://t.co/YjewrYAQA6

Parler: https://t.co/PRcmI806Uy…",1366,"o","o","oo","individual, non-P.E.",FALSE
