"order","label","id","screen_name","name","description","missing"
3478,"non-individual","2602959463","RailMinIndia","Ministry of Railways","Official Account of the Ministry of Railways, Government of India.",FALSE
5598,"individual, not P.E.","2607006139","gorgeousdunny1","💧Don Wilson","Old now. Main interests now writing, current affairs, humanity and the environment.💧",FALSE
5616,"individual, not P.E.","2611636745","GallIain","Iain","Family businesses in farming, renewables and tourism. Dad to 3 crazy dogs. Scottish Conservative & Unionist 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧",FALSE
6188,"P.E.","2613379874","DrAshwani_Kumar","Dr. Ashwani Kumar","Former Union Minister for Law and Justice| Parliamentarian | Eminent Legal Counsel | Thinker and Author | RTs ≠ Endrosements",FALSE
6526,"individual, not P.E.","2615581908","RonniSalt","🕯 RonniSalt 🕯","Australian based political+social commentator. Sometimes I research things & expose them. - - - - - May contain slight traces of humour. #noIamnotpaidbyanybody",FALSE
4691,"P.E.","2617066206","DrRPNishank","Dr. Ramesh Pokhriyal Nishank","Union Cabinet Minister for Education, Government of India | Former Chief Minister of Uttarakhand | Author of 75 books | MP Haridwar.",FALSE
633,"individual, not P.E.","2623670842","starkrob21","Rob Stark","Son of a Vietnam Vet. Husband, father of 3. Proud Lifetime Member of the NRA. Politically incorrect Conservative 2A MAGA KAG",FALSE
492,"individual, not P.E.","2625933469","Ruben_DeHerdt","Ruben De Herdt","Be Free",FALSE
1284,"individual, not P.E.","2640729706","ImSpeaking13","Kate 🤍","Antiracism and human rights advocate. Leadership expert, empath, INFJ. #BLM #RESIST #FBR @StillSpeaking13 Opinions are my own. Send me racists 🌊🇺🇸🗽⚖️🏳️‍🌈",FALSE
6971,"individual, not P.E.","2643188897","CFCjosh_","CAPTAiN Josh","Kisii. Teacher. Husband. Fixer. Villager. Alcohol Retailer. Tweets Politics. Ask me about opportunities in the village. #CFC",FALSE
4813,"individual, not P.E.","2643570679","_StephanieMyers","Stephanie Myers","Anchor/Producer of OANN Morning News with Stephanie Myers M-F | Retweets ≠ Endorsements | Story? Stephanie.Myers@oann.com",FALSE
2662,"individual, not P.E.","2650506337","R1Ruhi","Ruhi","Devil To Some👿Angel To Others😇My life is so much more interesting than Twitter but inside my head😜Entrepreneur|Anti-Fascist|Opinionated|Truth First|Bhakts ❌",FALSE
2662,"individual, not P.E.","2650506337","R1Ruhi","Wonder Woman","Devil To Some👿Angel To Others😇My life is so much more interesting than Twitter but inside my head😜Entrepreneur|Anti-Fascist|Opinionated|Truth First|Bhakts ❌",FALSE
2825,"non-individual","2663468724","abvphp","ABVP Himachal Pradesh","Official handle of Akhil Bharatiya Vidyarthi Parishad (ABVP) Himachal Pradesh | National handle is @ABVPVoice |",FALSE
4906,"individual, not P.E.","2666016692","FrancescoLari","Cllr Francesco Lari","Living in Bestwood. Cllr for the St Albans parish.",FALSE
6739,"individual, not P.E.","2669110378","AntiWokeBritain","UK COVID nightmare #KBF #RejectBadScience","Never forget our government, parliament and MSM did this, not Covid. All when the virus has a 99.8% survival rate and death toll similar to a bad Flu season.",FALSE
4031,"non-individual","2672435767","nssgujarat","NSS Gujarat","Government of India programme for the personality development of student youth through community services in Ahmedabad Region having  Gujarat, UT Daman &Diu",FALSE
6813,"individual, not P.E.","2672715140","philmupp1","Phillip Riley","Proud Wiradjuri man . Retired schoolteacher. Socially progressive. Indigenous advancement matters.",FALSE
3441,"non-english","2678730515","sarahPGZ","Sarah","Agitatrice de conscience. Désobéissance/insoumission. Chercheuse de vérité. (Troll et autre lourdaud je bloque direct)",FALSE
3668,"individual, not P.E.","2681593896","LtColAnilDuhoon","Lt Col Anil Duhoon (Veteran)","Second generation Army Officer, Quality life, Golfer, Optimistic, Waiting to join politics (?), RT not necessary endorsement.",FALSE
6381,"individual, not P.E.","2684553224","AnMeVase","Anne Merete Vase","My values are health, honesty, politics, mathematics, logic, philosophy, western culture, spirituel world,  life!",FALSE
6225,"individual, not P.E.","2684877997","AdrianAmcgold","Adrian McGoldrick","G.P.",FALSE
6805,"P.E.","2685370465","GiacomoGorini","Giacomo Gorini","Antibody Immunologist. 
Bologna, Milan, WashingtonDC, Cambridge, Oxford.",FALSE
6805,"P.E.","2685370465","GiacomoGorini","Giacomo Gorini","Antibody Immunologist. 
Bologna, Milan, DC, Cambridge, Oxford.
Proudest achievement: contributing to the Oxford COVID-19 vaccine, a vaccine for the world.",FALSE
6805,"P.E.","2685370465","GiacomoGorini","Giacomo Gorini","Antibody Immunologist. 
Bologna, Milan, DC, Cambridge, Oxford, ...
Contributed to the Oxford COVID-19 vaccine, a vaccine for the world.",FALSE
561,"non-individual","2686770528","_DigitalIndia","Digital India","This is the official Twitter account of Digital India. RTs are not endorsements.",FALSE
4424,"P.E.","2694029191","realDrcabbie","Bikrum Gill","Anti-imperialism; Eco-Marxism; Descendant of Comrade Hari Singh

""""""""The angel would like to stay, awaken the dead, and make whole what has been smashed""""""""",FALSE
3014,"individual, not P.E.","2698422738","snb19692","Steve Bray 23rd June UK Protest. #WeDemandBetter","Founder of SODEM
#HoldThemToAccount
#23JuneUKwideProtest
#CorruptToriesOut
http://fundrazr.com/d1h707?ref=fb_…",FALSE
5549,"non-individual","2699092074","billy_penn","Billy Penn","Local, nonprofit newsroom. Part of @whyy. Sign up for our quick morning newsletter — the easy way to stay on top of Philly news.",FALSE
6670,"individual, not P.E.","2703383215","CTR_Nirmalkumar","CTR.Nirmal kumar","Nirmal Kumar - State President IT & Social Media at @bjp4tamilnadu , Views Personal",FALSE
6708,"P.E.","2704681687","EthicalSkeptic","Ethical Skeptic ☀","Dissident / Trade Ops & National Infrastructure Strategist / Postgrad Systems Sci & Eng / US Naval Intelligence / CEO / ENTX / Ethical philosophy of science",FALSE
6708,"P.E.","2704681687","EthicalSkeptic","Ethical Skeptic ☀","Trade Ops & National Infrastructure Strategist / Postgrad Systems Sci & Eng / US Naval Intelligence / CEO / ENTX / Ethical philosophy of science / Dissident",FALSE
389,"individual, not P.E.","2706430603","ninaandtito","K. Louise Neufeld 🇺🇸","Corruption analyst/democracy fangirl/ex-GS & ex-hedge fund Asian markets trader/wife/mother of dogs: 🌈🌁🐾Nina and 🐾 Tito and 🌈🌁🐾 Pennylane",FALSE
389,"individual, not P.E.","2706430603","ninaandtito","K. Louise Neufeld 🇺🇸","Corruption analyst/J&J vaxxed/democracy fangirl/ex-GS & ex-hedge fund Asian markets trader/wife/mother of dogs: 🌈🌁🐾Nina and 🐾 Tito and 🌈🌁🐾 Pennylane",FALSE
2705,"individual, not P.E.","2709955424","latteIicious","waiting for baby girl 👶","Here for all things Harry, Meghan and Archie",FALSE
4550,"individual, not P.E.","2711375072","jenbechwati","Jennifer Bechwati","7NEWS Political Reporter. 2020 Press Gallery Young Journalist of the Year. Views are my own. jbechwati@seven.com.au #JournalismIsNotACrime 🇦🇺🇱🇧",FALSE
3079,"individual, not P.E.","2711820163","catcontentonly","Radio Free Amanda 余美娜","Communism, cats, kratom. Chinese. She/her.",FALSE
3079,"individual, not P.E.","2711820163","catcontentonly","Radio Free Amanda 余美娜","Chinese. She/her.",FALSE
739,"non-individual","2713172484","InfectiousDz","Infectious Diseases","Writing about Infectious Diseases, which now are dominated by COVID, but include many more pathogens.  Posts in English. Retweets in Spanish, French, Portuguese",FALSE
739,"non-individual","2713172484","InfectiousDz","Infectious Diseases","Writing about Infectious Diseases globally, now dominated but not limited to COVID. Posts in English. Retweets in Spanish, French, Portuguese",FALSE
5463,"non-individual","2713613679","ThinkActTank","Thinking hat","To tweet or not to tweet?That is the question.Whether ‘tis nobler in the mind to suffer raves of outrageous thought Or to take arms against a sea of troubles?",FALSE
5463,"non-individual","2713613679","ThinkActTank","Thinking hat - Check Pinned Tweet for help","To tweet or not to tweet?That is the question.Whether ‘tis nobler in the mind to suffer raves of outrageous thought Or to take arms against a sea of troubles?",FALSE
5463,"non-individual","2713613679","ThinkActTank","Thinking hat -Check 📍Tweet for help","To tweet or not to tweet?That is the question.Whether ‘tis nobler in the mind to suffer raves of outrageous thought Or to take arms against a sea of troubles?",FALSE
5463,"non-individual","2713613679","ThinkActTank","Thinking hat:Check📍Tweet for help","To tweet or not to tweet?That is the question.Whether ‘tis nobler in the mind to suffer raves of outrageous thought Or to take arms against a sea of troubles?",FALSE
648,"individual, not P.E.","2715315209","yycgman","GR","Indoctrinator - former journo - former PC/CPC voter - retweet ≠ endorse - #Habs #Bombers #ForTheW #Raptors #BlueJays",FALSE
5132,"non-individual","2716684613","McLellan_Lab","McLellan Lab","",FALSE
1777,"individual, not P.E.","2723055877","timpoliti","Tim Bell","DOB: 329ppm CO₂ (http://CO2.earth). Profile pic: #WarmingStripes for Australia by @ed_hawkins; banner pic @grogsgamut",FALSE
6043,"individual, not P.E.","2724227049","ADalassio","Alex Dalassio","If what I post resonates within your Self, please retweet and comment.
Namaste, Jeethe Raho.
OM mani padme hum.
You are a part of me as I am a part of you.",FALSE
991,"non-individual","2724505142","Paratus2014","Guerrilla Media 🏴‍☠️🙂","The Truth is our Weapon. South African firearm rights blog. Proudly spreading “hysterical anti-government bullshit” since 2014. We are the Gun Lobby.",FALSE
2489,"individual, not P.E.","2725669979","GunnelsWarren","Warren Gunnels","Majority Staff Director for Budget Chairman @SenSanders 
Views expressed here are my own. 
AKA: Mr. Reconciliation
AKA: Chief of Receipts
AKA: The Regulator",FALSE
2571,"individual, not P.E.","2727192831","ServeThe901","Allan Creasy","Proud to Serve the 901| Formerly the Most Over-Rated Bartender in Memphis|
Dad-Joke Enthusiast| Consultant with @Future901 |He|Him|Y'all|",FALSE
4459,"individual, not P.E.","2732391594","Ash_Rokzz23","Ash Rockzz 🔱 🕉 ⚔ 🔥⚡","Hardcore Right Wing Minded Youngster, Role as Influencer Only RTs no Likes Please,Taking Tweets,Messages from others to make it a larger Narrative for Hindutva",FALSE
2764,"non-individual","2735086795","CityofDetroit","City of Detroit","Official Twitter account for the City of Detroit. Follow for news and information about city government in Detroit.",FALSE
5064,"individual, not P.E.","2736736075","sanjoyr03","Sanjoy Roy","Engineer | Congressman | Proudly followed by you| Active since December, 2020",FALSE
5064,"individual, not P.E.","2736736075","sanjoyr03","Sanjoy Roy","Engineer | Congressman | Views are purely personal | Active since December, 2020",FALSE
2468,"individual, not P.E.","2740195873","kingofkgn","Obika G","Jamaican | Arsenal fan | Reveller | Twin | Dog lover | Attorney-at-law | Student-at-life",FALSE
6707,"individual, not P.E.","2745325906","mearaconwayNDP","Meara Conway","MLA for Regina Elphinstone-Centre. Critic for Social Services, CBOs, Housing, Human Rights. Former Legal Aid Lawyer: http://disq.us/t/3h91myq. Treaty4. She/her.",FALSE
1843,"individual, not P.E.","2754572048","HawaaBaaz","🚜भाव्येश 🚜🇮🇳","King in the north, Prince who was promised!! 
Anti RW, Anti Jhola Chaap Liberals ! 
Coined the term """"""""JCL"""""""".",FALSE
1256,"individual, not P.E.","2756483120","ArohWelankar","Aroh Welankar","Actor | REGE. GHANTA. HOSTELDAYS. BiggBossmarathi Finalist. RT’s not endorsements.",FALSE
2090,"individual, not P.E.","2761765493","ajaya_pani","Ajaya pani","",FALSE
1172,"P.E.","2762123982","Dr_FarrisD","Dr. Faris Durmo Biber MD., BSc.","🧪#Licensed MD. 🌟💉💎| Diagnostic #Radiology Resident #2021 | PhD-cand #NeuroRAD-🧠Tumors #AI | ISMRM-trainee member | Opinions-my own💡 | No prof. advice.",FALSE
2486,"non-individual","2762592056","Stop_The_EU","Stop the EU 🇬🇧","A grassroots account to Stop the EU, Leave the Single Market and Customs Union. #Brexit #WTO #GATT24 #Worldtrade also on FB and Instagram.",FALSE
1281,"P.E.","2762885558","MarcusTriton","MarcusTriton","Opening minds with Truth over narrative, for those who can think for themselves. Naturopathic Dr..The Earth is Immovable. American Christian Patriot. 1A 2A GOA",FALSE
6869,"non-individual","2766671418","INC_Andhra","INC Andhra Pradesh","Official Twitter handle of APCC. Andhra Pradesh Congress Committee.",FALSE
1361,"individual, not P.E.","2768271223","covie_93","Covie","""""""""Do not judge me by my successes, judge me by how many times I fell down and got back up again.""""""""
- Nelson Mandela 

#FBR",FALSE
6340,"individual, not P.E.","2771125382","Shiffa_ZY","Shiffa Z. Yousafzai","🇵🇰 Multimedia Journalist @ManMetUni |Breakfast show presenter @HumNewsPakistan| @GVS_news @NewslineMag @Indyurdu |RTs ≠ endorsements | Tweets are personal",FALSE
1233,"individual, not P.E.","2775998016","HuXijin_GT","Hu Xijin 胡锡进","Editor-in-chief of the Global Times | 环球时报总编辑",FALSE
986,"individual, not P.E.","2779389582","SteveHiltonx","steve hilton","Author Positive Populism (2018), More Human (2016), Good Business (2002); Host @NextRevFNC. Co-founder @Crowdpac, @gbminds  
#PositivePopulism = #PeoplePower",FALSE
675,"non-english","2784280027","WelshCelt","SmellTheFlowers","🤘#POLITICALLYHOMELESS⛔🚫🇬🇧🇬🇧  SHADOWBANNED
 
🇬🇧🇬🇧🇬🇧 
🇬🇧 Gab @WelshCelt ( Brexiteer)",FALSE
675,"non-english","2784280027","WelshCelt","SmellTheFlowers","🤘#POLITICALLYHOMELESS⛔🚫🇬🇧🇬🇧  SHADOWBANNED
 
🇬🇧🇬🇧🇬🇧 #CONSERVATIVESLIARS
🇬🇧 Gab @WelshCelt ( Brexiteer)",FALSE
675,"non-english","2784280027","WelshCelt","SmellTheFlowers","🤘#POLITICALLYHOMELESS⛔🚫🇬🇧🇬🇧  SHADOWBANNED
 
🇬🇧🇬🇧🇬🇧 🥛🥛🥛🥛 #CONSERVATIVESLIARS
🇬🇧 Gab @WelshCelt ( Brexiteer)",FALSE
675,"non-english","2784280027","WelshCelt","SmellTheFlowers","🤘#POLITICALLYHOMELESS⛔🚫🇬🇧🇬🇧  SHADOWBANNED
 #MAGA2024
🇬🇧🇬🇧🇬🇧 🥛🥛🥛🥛 #CONSERVATIVESLIARS
🇬🇧 Gab @WelshCelt ( Brexiteer)",FALSE
675,"non-english","2784280027","WelshCelt","SmellTheFlowers","🤘#POLITICALLYHOMELESS⛔🚫🇬🇧🇬🇧  SHADOWBANNED
 #MAGA2024💋
🇬🇧🇬🇧🇬🇧 🥛🥛🥛🥛💋 #CONSERVATIVESLIARS
🇬🇧 Gab @WelshCelt💋 ( Brexiteer)",FALSE
675,"non-english","2784280027","WelshCelt","SmellTheFlowers","🤘#POLITICALLYHOMELESS⛔🚫🇬🇧🇬🇧  SHADOWBANNED
 #MAGA2024💋
🇬🇧🇬🇧🇬🇧 🥛🥛🥛🥛💋 
🇬🇧 Gab @WelshCelt💋 ( Brexiteer)",FALSE
675,"non-english","2784280027","WelshCelt","SmellTheFlowers❤💋","🤘#POLITICALLYHOMELESS⛔🚫🇬🇧🇬🇧  SHADOWBANNED❤
 #MAGA2024💋
🇬🇧🇬🇧🇬🇧 🥛🥛🥛🥛💋 
🇬🇧 Gab @WelshCelt💋 ( Brexiteer)❤",FALSE
2596,"individual, not P.E.","2786360472","staceykate1973","Stacey","🇨🇦Question EVERYTHING. Be open to all that is- we don’t know what we don’t know! Natural health-Illness is not a pHARMaceutical https://t.co/wISu0Xs0SP DM’s.",FALSE
2596,"individual, not P.E.","2786360472","staceykate1973","Stacey","🇨🇦Question EVERYTHING. Be open to all that is- we don’t know what we don’t know! Natural health-Illness is not a pHARMaceutical https://t.co/mFwmkMMlUJ DMs.",FALSE
2596,"individual, not P.E.","2786360472","staceykate1973","Stacey","🇨🇦Question EVERYTHING. Be open to all that is-we don’t know what we don’t know! Natural health-Illness is not a pHARMaceutical deficiency. FREEDOM. No DMs.",FALSE
5846,"individual, not P.E.","2787074135","AnthonyMigchels","Anthony Migchels","https://www.betalenmetflorijn.nl
https://realcurrencies.wordpress.com",FALSE
214,"non-individual","2789509362","RJDforIndia","Rashtriya Janata Dal","Official Twitter Account of the sole political party of India which has remained steadfast with the principles of Social Justice & Secularism against all odds.",FALSE
4006,"individual, not P.E.","2790295109","benhabib6","Ben Habib","CEO @FpropPlc, chairman @brexitwatch5; chairman @unlocked_UK_; former MEP for London; http://facebook.com/BenHabibLondon",FALSE
3491,"individual, not P.E.","2797767038","BJPMahilaMorcha","BJP Mahila Morcha","Official Twitter Account of BJP Mahila Morcha - women's wing of the world's largest political party • सशक्त महिला, सशक्त भारत!",FALSE
235,"individual, not P.E.","2800581040","BillKristol","Bill Kristol","Director, http://defendingdemocracytogether.org. Editor at large, http://thebulwark.com. Host, http://conversationswithbillkristol.org. Fellow, @HarvardIOP.",FALSE
2248,"individual, not P.E.","2800843867","JigglyPants44","Jiggly","Ottawa Senators fan, news and political junkie, listener of great 60s and 70s music, hopeless fisherman.",FALSE
1989,"individual, not P.E.","2804332645","donmoyn","Don Moynihan","Professor at Georgetown, Visiting Prof at Oxford & Aarhus. Immigrant. Views my own. Administrative burdens guy: http://amazon.com/dp/087154444X/…",FALSE
3059,"non-english","2813249451","JocelyneMarque","Jocelyne Marque","Ex-enseignante, Ni FN, ni FI, sensibilité LREM",FALSE
2023,"non-english","2819694532","wauquiezteam","Team Wauquiez","Compte recensant le bilan de @laurentwauquiez à la tête de la région Auvergne-Rhône-Alpes. #TeamWauquiez #AvecWauquiez #Wauquiez2021",FALSE
4641,"individual, not P.E.","2819896220","bhushankpatil12","Bhushan Patil","Treasurer - @INCMumbai ||  Member - Central Board Of Film Certification Advisory Board Panel || Member - BEST Committee.",FALSE
3868,"non-individual","2820174687","TheWECHU","WEC Health Unit","Official account of the Windsor-Essex County Health Unit. 
Monitored Mon-Fri, 8:30am-4:30pm.

Terms of Use: https://bit.ly/2O63eTA",FALSE
4990,"individual, not P.E.","2820217755","Dave_Khan","David Khan","Indigenous/Constitutional lawyer @ecojustice_ca | frmr Leader @ABLiberal | @UBCChem BSc / @UTLaw JD | Director @ResultsCDA丨LinkedIn http://www.bit.ly/2Os69Fi",FALSE
4990,"individual, not P.E.","2820217755","Dave_Khan","David Khan","Indigenous/Constit’nl enviro lawyer @ecojustice_ca | frmr Leader @ABLiberal | @UBCChem BSc / @UTLaw JD | Director @ResultsCDA丨LinkedIn http://www.bit.ly/2Os69Fi",FALSE
4990,"individual, not P.E.","2820217755","Dave_Khan","David Khan","Indigenous/Constitnl/enviro lawyer @ecojustice_ca | frmr Ldr @ABLiberal | @UBCChem BSc/@UTLaw JD | BoD @ResultsCDA @CIFFCalgary丨LinkIn http://www.bit.ly/2Os69Fi",FALSE
4990,"individual, not P.E.","2820217755","Dave_Khan","David Khan","Indigenous/Constitutnl/enviro lawyer @ecojustice_ca frmr Ldr @ABLiberal |@UBCChem BSc/@UTLaw JD BoD @ResultsCDA @CIFFCalgary LinkIn http://www.bit.ly/2Os69Fi",FALSE
4990,"individual, not P.E.","2820217755","Dave_Khan","David Khan","Indigenous/Constitutnl/enviro lawyer @ecojustice_ca frmr Ldr @ABLiberal |@UBCChem BSc/@UTLaw JD BoD @ResultsCDA @CIFFCalgary | LnkedIn http://www.bit.ly/2Os69Fi",FALSE
446,"non-individual","2822039041","DyfiDelhi","DYFI DELHI","We are the Democratic Youth Federation of India, Delhi State Committee. DYFI fights for employment, education and health for all.",FALSE
6513,"individual, not P.E.","2822407526","jamesperloff","James Perloff","I am author of 13 Pieces of the Jigsaw, Truth Is a Lonely Warrior, The Shadows of Power, My goal—refute MSM lies to help victims of the global shadow oligarchy.",FALSE
1611,"non-individual","2823192415","noconversion","No Conversion","STOP Hindu conversions by Christian Missionaries नमस्ते सदा वत्सले मातृभूमे proudly banned by all SECULARS BKP is  @NoConversionZ Telegram http://t.me/noconv",FALSE
4490,"non-english","2826292747","MarcGozlan","Marc Gozlan","Médecin de formation, journaliste médico-scientifique (freelance) par vocation 
#sciencejournalism #scicomm #coronavirus #COVID19
Blog 'Réalités Biomédicales'",FALSE
5388,"P.E.","2826529099","DrJwalaG","Dr Jwala Gurunath","Doctor (ICU+Anesthesia), Insomniac & Painter.
Views are personal, My attitude is totally based on yours ,Daddy's girl , #RIP Dad , #CovidWarrior ,",FALSE
2835,"individual, not P.E.","2827787582","Ian_Burnett_","Ian Burnett","One of the 55. No means No. Family and Spike, Rangers, UK of GB and NI, Scotland, Hill walking, Holidays, Days out,  current affairs, history etc.",FALSE
4152,"individual, not P.E.","2827865725","gruntat","Grunta. (Grant Turner)","Life can be simple, say what you feel and feel what you say, Tell no lies, love your kids and treat others how your wish to be treated. Simple. #ImNotAnonymous",FALSE
1014,"individual, not P.E.","2830041998","Faiz_INC","Faiz_Save_India","Support Congress to Save India from Criminals.

BJP, RSS, MIM & AAP supporters - kindly stay away.",FALSE
6972,"individual, not P.E.","2831435520","EwellGregoor","Ewell Gregoor","Orwellian - Left-libertarian - Keynesian - Bookworm - Writes a bit - Forecasts a bit - Member of the free speech union - Rubik Cube master",FALSE
6972,"individual, not P.E.","2831435520","EwellGregoor","Ewell Gregoor","Orwellian - Left-libertarian - Keynesian - Bookworm - Writes a bit - Forecasts a bit - Member of the free speech union - Rubik Cube master - Free Assange",FALSE
1882,"individual, not P.E.","2832135565","defymarxism","Mark","Life, liberty and property. 🟡 ⚫️

#SilverSqueeze",FALSE
4451,"individual, not P.E.","2832475948","markmobility","Mark Elliott","Now @EconMobility. Before: NYC OMB, P/PV and @fordfoundation. #LFC #Eagles #Mets Alto sax beginner. Most of my tweets were inspired by one of your's.",FALSE
4124,"individual, not P.E.","2832878397","WeillClaude","Claude Weill","",FALSE
2704,"non-individual","2835886194","colbertlateshow","A Late Show","Official feed of A Late Show with @StephenAtHome on @CBS and @paramountplus. Grab new LSSC COVID TOUR t-shirts and sweats at https://t.co/9Us1WMsGyM",FALSE
2704,"non-individual","2835886194","colbertlateshow","A Late Show","💛 Official feed of A Late Show with @StephenAtHome on @CBS & @paramountplus. Grab new LSSC COVID TOUR t-shirts & sweats at http://colbertlateshow.com/covidtour",FALSE
2704,"non-individual","2835886194","colbertlateshow","A Late Show","Official feed of A Late Show with @StephenAtHome on @CBS & @paramountplus. Grab new LSSC COVID TOUR t-shirts & sweats at http://colbertlateshow.com/covidtour",FALSE
122,"individual, not P.E.","2837205452","AnthonyCole68","Order No.227","I race cars, play tennis and fondle women. But i have the weekends off and i am my own boss.
D.Moore",FALSE
122,"individual, not P.E.","2837205452","AnthonyCole68","Order No.227","Remember, if you don't sin, then Jesus died for nothing.
R.Gervais",FALSE
122,"individual, not P.E.","2837205452","AnthonyCole68","Order No.227","Bogan inner city lycra clad socialist property developer.",FALSE
122,"individual, not P.E.","2837205452","AnthonyCole68","Order No.227","Adorable unemployed single dad with large chip on shoulder. 
Tweets are not fact checked or even thought through properly.",FALSE
122,"individual, not P.E.","2837205452","AnthonyCole68","Order No.227","Adorable unemployed single dad with massive chip on shoulder. 
Tweets are not fact checked or even thought through properly.",FALSE
122,"individual, not P.E.","2837205452","AnthonyCole68","Order No.227","Adorable unemployed single dad with massive chip on shoulder. 
Tweets are not fact checked or even thought through properly.
Care Factor diminishing rapidly.",FALSE
122,"individual, not P.E.","2837205452","AnthonyCole68","Order No.227","",FALSE
122,"individual, not P.E.","2837205452","AnthonyCole68","Order No.227","Dole bludging inner city socialist property developer.
Strangely enough all opinions are my own.",FALSE
4857,"individual, not P.E.","2837431958","sloyoroll01973","KT","Critical thinking skills matter. I'm not for the faint-hearted. Warning: Read my tweets before following me. #resist; vote Biden/Harris2020🌊👍🏾 NO LISTS!",FALSE
5774,"individual, not P.E.","2841826715","jamiegreeneUK","Jamie Greene","@ScotTories candidate for Cunninghame North. Shadow Cabinet Secretary for Education. Convenor of Parliamentary LGBT CPG. Keen angler. Secret fan of The Archers.",FALSE
3438,"non-english","2842497633","ameli_actu","Assurance Maladie","AGIR ENSEMBLE, PROTÉGER CHACUN. 
http://ameli.fr
#santé #prévention #risquespros 
#FIERSDEPROTEGER
(compte #Cnam)",FALSE
3152,"P.E.","2845722575","kyle_minogue","Kyle Minogue 🔬🌞","Scientist, basketball fan, solar panel enthusiast.",FALSE
2281,"P.E.","2849102111","QueenMab87","Dr Mia Brett, PhD","PhD! in legal history, focus on race and sexuality. she/her CoFounder @theawparty. Will work for coffee Venmo: Mia-Brett-1",FALSE
2281,"P.E.","2849102111","QueenMab87","Mia Brett, PhD","PhD! in legal history, focus on race and sexuality. she/her CoFounder @theawparty. Will work for coffee Venmo: Mia-Brett-1",FALSE
2281,"P.E.","2849102111","QueenMab87","Dr. Mia Brett","PhD! in legal history, focus on race and sexuality. she/her CoFounder @theawparty. Will work for coffee Venmo: Mia-Brett-1",FALSE
1285,"individual, not P.E.","2849373781","Danieldfc00","Daniel 🐀 #ProudSewerRat #Enough","Tax religion, solve poverty. Teach Aboriginal, tradition, culture, and agreed language at all schools and levels. Everyone will be indigenous!",FALSE
1285,"individual, not P.E.","2849373781","Danieldfc00","Daniel 🐀 #SewerRatsDontVoteLNP","Tax religion, solve poverty. Teach Aboriginal, tradition, culture, and agreed language at all schools and levels. Everyone will be indigenous!",FALSE
1285,"individual, not P.E.","2849373781","Danieldfc00","Daniel 🐀 #SewerRatsDontGodFondle","Tax religion, solve poverty. Teach Aboriginal, tradition, culture, and agreed language at all schools and levels. Everyone will be indigenous!",FALSE
2005,"individual, not P.E.","2849876151","dem_cath","Cath #Standup 💙💔 💚🐝","Trying to hold onto the good things. Love is stronger. Be the change. Moral decency is the way. #Hopenothate 🇮🇪 🇮🇹 🇪🇺 💙",FALSE
3998,"individual, not P.E.","2850249772","JHolmsted","J.R. Holmsted","Jenn & Rick Show & @TheRedWhine on @KLRNradio | @MisfitsPolitics | 90s/00s WB show junkie | I tweet what I want. #HookEm 🍷🤘🏼🏈 #ClubWeirdo #BingeWithJenn",FALSE
734,"individual, not P.E.","2850273322","RonSarkar","Ron S","Just me. #StrongerTogether  Maga people, never mess with me and will be blocked instantly. Only D’s and decent R’s are welcome. Canadians always welcome.",FALSE
1987,"individual, not P.E.","2853437225","Wanda_WestCoast","Wanda Thompson","Nanaimo resident, pedestrian advocate, maker, artist. Will block climate change deniers, anti-maskers, anti-vaxxers, Trumpists",FALSE
1987,"individual, not P.E.","2853437225","Wanda_WestCoast","Wanda Thompson","Nanaimo resident, pedestrian advocate, maker, artist. Will block climate change deniers, anti-maskers, anti-vaxxers, conspiracy nutters",FALSE
2595,"non-english","2853566099","mariusknulst","Sandra Knulst","Soldier of God ✝️🙏😇😎❣️🥀💞",FALSE
2595,"non-english","2853566099","mariusknulst","Sandra Knulst","Soldier of God ✝️🙏😇😎♥️💞",FALSE
2595,"non-english","2853566099","mariusknulst","Sandra Knulst","Soldier of God ✝️🙏😇😎♥️💞
JUST COVID RELATED BUSINESS IN MY DM. OR ELSE STAY AWAY 😎
NO FLIRTING OR BEGGING FOR MONEY. I WILL BLOCK YOU 👍🙏",FALSE
4697,"individual, not P.E.","2856314460","dauntingsh","शैलेश पांडे 🇮🇳","Indian, Hindu,pharma-businessman,robust supporter of nationalism & NAMO.",FALSE
5636,"P.E.","2857217783","jbray1027","Jackie Bray","NYC Covid Response; Housing/homeless & mental health wonk; weather enthusiast. @democrats. @umich & @columbia alum. Partner, twin, daughter, friend. tweets mine",FALSE
1797,"non-english","2858703677","toomss34","Raoul Duke","« Une mauvaise herbe est une plante qui a maîtrisé toutes les compétences de survie sauf celle d’apprendre à grandir dans le rang, SOYEZ UNE MAUVAISE HERBE. »",FALSE
2215,"individual, not P.E.","2859443173","darshanvmehta1","Darshan Mehta","Market Participant. Ex Biz Journalist. Views are personal. Invested so consult advisor before u trade on my views. Very vocal with views.",FALSE
3624,"individual, not P.E.","2860233504","last_jones","owen jones art","X Stockman Artist .love painting  https://t.co/d2ZTQEwUr2 https://t.co/2dY9FvpNFS grandad to six.easy going man.dont answer trolls.🙂will call bad politices as I see it.Phil. 4:6",FALSE
