"X","id","order","screen_name","name","name_label","description","descrip_label","combo","label","is_PE"
371,23056912,950,"AlynSmith","Alyn Smith MP 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺","p","Scottish European. MP for Stirling, the heart of Scotland. @theSNP Foreign Affairs Spokesperson. Constituents please email: Alyn.Smith.MP@parliament.uk","n","pn","Name, NOT 
Description",TRUE
372,814652508,7164,"thakur_shivangi","Shivangi Thakur","o","Award-Winning Journalist/ Indian/ Ex: News18 India/ Aajtak-India Today/ Watch me on @TV9Bharatvarsh","o","oo","individual, non-P.E.",FALSE
373,1458761580,5429,"KinyanBoy","Kenya West©","o","Infocentric©| Analytical | Intelligence | Forensics | Investigative | Founder @KenyaInsights | Ethics | @Duke_Dewitt Fellow | 📨in.kenyawest@protonmail.com","o","oo","individual, non-P.E.",FALSE
374,48574376,7114,"OPMJamaica","OPM Jamaica","o","Official Twitter account of the Office of the Prime Minister in Jamaica. Email: AskOPM@OPM.Gov.JM","g","og","non-individual",NA
375,3285094608,4129,"SniggihNire","Secretary 𝘰𝘧 𝘵𝘩𝘦 Counterinsurgency","g","“Let every child of the Republic learn to live for his God, his land and the Union.”","o","go","non-individual",NA
377,777662911,562,"RP131","Richard 📊📉","o","Over 20 years experience building, diagnosing and fixing large scale, high performance computer systems that process lots of data under heavy scrutiny","o","oo","individual, non-P.E.",FALSE
378,316273207,3738,"doctormacias","Alejandro Macias","o","Medical doctor. Former 2009 Pandemic Influenza Tzar in Mexico. National Research System (SNI) Level 3. Opinions, mine.","p","op","Description",TRUE
379,4032830894,6391,"ranjanikanth_","Ranjani","o","Senior Reporter, The New Indian Express. Tweets are personal.","o","oo","individual, non-P.E.",FALSE
380,549304456,7395,"ProfTimNoakes","Tim Noakes","o","Author, Emeritus Professor, runner, LCHF/Banting/CrossFit proponent. No longer registered medical doctor. Spreading scientific information, not medical advice.","o","oo","individual, non-P.E.",FALSE
381,89820928,6695,"mitchellreports","Andrea Mitchell","o","NBC News Chief Washington Correspondent and Chief Foreign Affairs Correspondent/Anchor, Andrea Mitchell Reports, weekdays at 12pm ET on @MSNBC.","o","oo","individual, non-P.E.",FALSE
382,1714358744,4386,"AdyLady9969","Adrienne 🌹","o","I don’t like morning people. Or mornings. Or people.","o","oo","individual, non-P.E.",FALSE
383,19821744,2061,"Texasexpatriate","Behind Enemy Lines","o","🇺🇸 Dallas, Texas 🇺🇸 NYC 🇺🇸Venice, Italy 

GAB:    @_BehindEnemyLines_","o","oo","individual, non-P.E.",FALSE
384,224568664,4812,"Steven_Swinford","Steven Swinford","o","Political Editor, The Times","o","oo","individual, non-P.E.",FALSE
385,1456431499,4586,"SanjayJog7","Sanjay Jog","o","","o","oo","individual, non-P.E.",FALSE
386,101189904,5800,"gourav_chakr","Gourav Chakraborty ‏‎","o","#Gooner, #MetalHead, loves #ClassicRock. #Congressi. Works as IT Engineer. RT Is not Endorsement","o","oo","individual, non-P.E.",FALSE
387,3054338580,4979,"givemegumi","大ちゃんママ 2","f","とうとう凍結を喰らいまして…こちらのアカウントに移動😪
梅田政権に移行した途端に SNSも言論弾圧が苛烈になって参りました！最早「言論の自由」「民主主義国家」は崩壊寸前。保険でこしらえたgabのアカウントは@daimamaです。いざという時にはそちらで宜しくです🙇🏻","f","ff","non-english",NA
390,19684606,7165,"jengleruk","Jonathan Engler 🌸","o","Medically and legally qualified. Dad to 4 supposedly adult kids, husband, lover of curry, classical music, cricket, ex-admirer of UK and Israel.","o","oo","individual, non-P.E.",FALSE
391,2983707267,488,"LaNotiziaTweet","La Notizia","f","Account ufficiale del quotidiano La Notizia. Canale Telegram: https://t.me/lanotiziagiornale","f","ff","non-english",NA
392,986811270,7377,"BarbaraRaval","Barbara Raval 🐱 🇮🇹 💙 🐸","o","Giornalista per piacere, per passione e per dovere. Essere ad un livello di moralità superiore è già di per sé una soddisfazione.
Barbara Raval© AKA Rosella B.","f","of","non-english",NA
393,141235731,1415,"expressupdates","Trinidad Express","g","Celebrating 53 years of Fearless Journalism. Home page stories from http://trinidadexpress.com, live updates, special features and more.","o","go","non-individual",NA
394,71504313,4903,"amishra77","Akhilesh Mishra","o","CEO, BlueKraft Digital Foundation. All views personal.","o","oo","individual, non-P.E.",FALSE
395,76842602,272,"samanthamaiden","Samantha Maiden","o","Political Editor, http://news.com.au. Author, Party Animals. samantha.maiden@news.com.au","o","oo","individual, non-P.E.",FALSE
396,41676231,5687,"redouad","Edouard Mathieu","o","Head of Data at @OurWorldinData • Mostly working on COVID-19 (https://t.co/JjRpEdgNr0) • Ex-@UK_Biobank @OxPrimaryCare @BDI_Oxford • Effective altruist","p","op","Description",TRUE
398,2891740872,1719,"HonAhmedHussen","Ahmed Hussen","o","Minister of Families, Children and Social Development / Ministre de la Famille, des Enfants et du Développement social | MP for York South-Weston. #YSW","o","oo","individual, non-P.E.",FALSE
399,988950139,2767,"RichardDECARIE","Richard DÉCARIE","f","La Vérité rend libre, donc n'ayez pas peur !","f","ff","non-english",NA
400,73720086,2682,"mariandola","Marianna Iandolo","o","Giornalista pro @VirginRadioIT. No mamma ma ziissima. Pugliese. Per metà @DivellaOfficial","o","oo","individual, non-P.E.",FALSE
401,1963945884,3572,"Iyervval","Abhijit Iyer-Mitra","o","HRH the Archbitchess Of Mylapore & Archbitchop of the Indian Right; Pronouns: Your Celestial Intellect; my cigars cost more than your education.","o","oo","individual, non-P.E.",FALSE
402,2379986716,1841,"RizzoGiov","il Siculo","o","","f","of","non-english",NA
404,2784005936,3211,"ljacobelli","Laurent Jacobelli","o","Porte-parole du @RNational_off | Secrétaire National aux élus
#Marine2022 | Candidat aux régionales Champagne-Ardenne, Lorraine et Alsace","f","of","non-english",NA
405,2704780730,7650,"jackie_parchem","Jackie Parchem, MD","p","Maternal-fetal medicine physician-scientist at @UTHealth & MD Anderson. Mom x 3. @berkeleyMCB @UCSF alum. Bay Area native. Views my own. #WomenInMedicine","n","pn","Name, NOT 
Description",TRUE
407,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
439,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
471,53993613,1462,"SammyHudes","Sammy Hudes","o","NNA-nominated reporter for the @CalgaryHerald/@CalgarySun, formerly with @TorontoStar.

""""""""#1 Flames fan in Toronto"""""""" —Jarome Iginla, 2003

shudes@postmedia.com","o","oo","individual, non-P.E.",FALSE
473,21106414,7230,"CTVMontreal","CTV Montreal","g","Montreal’s most popular English-language newscast. Tweeting breaking local news from http://CTVNewsMontreal.ca.","g","gg","non-individual",NA
474,66717575,3242,"SherOnHealth","Jonathan Sher","o","Passionate about improving health care. Investigative reporter since 1993. Tweets are my own.","o","oo","individual, non-P.E.",FALSE
475,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
507,3302113075,1889,"IslamRizza","Rizza Islam","o","Is an international activist, researcher, humanitarian and author who decided at the age of 11 that he wanted to save his people. F.O.I - NOI - FARRAKHAN","o","oo","individual, non-P.E.",FALSE
508,37717107,5214,"minsaude","Ministério da Saúde","f","Perfil oficial de divulgação de programas, campanhas e relacionamento com o usuário. 
Acesse http://gov.br/saude","f","ff","non-english",NA
509,67612556,2863,"jamewils","James Wilson","o","A civil engineer who is in a perpetual date with data-allegiance to facts alone-highly opinionated😉Crushes? water, law, finance, policy, books & photography","o","oo","individual, non-P.E.",FALSE
510,27182410,2305,"TheeAdamRich","Adam Rich🤟🏼","o","FORMER PRISONER {actor & writer} NOTverified*~Guaranteed me©️ I should be, but I’m not dead yet! Thy Wiki page is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿","o","oo","individual, non-P.E.",FALSE
518,94143125,203,"fekubawa","जूमला किंग","f","TRUE INDIAN FIRST, HINDU LATER LOVE MY COUNTRY NOT COMMUNAL AND BIGOT FEKU GOVT. @CONGRESSTASK @Rahulgandhi @INCSMV #UnfollowGodiMedia सत्यमेव जयते","o","fo","non-english",NA
521,2716353140,662,"BhadraPunchline","M. K. Bhadrakumar","p","Former diplomat","u","pu","Name",TRUE
522,2850950135,1276,"EmilieLacoste50","ÉmilieLacoste50","o","","f","of","non-english",NA
524,111676962,920,"Fregono","Fregono du Berry ن 🇫🇷","f","Inspecteur de l'EN honoraire
auditeur IHEDN
Patriote, souverainiste
Grand voyageur: Europe, Afrique, Amériques, Océanie, Asie... 🇫🇷","o","fo","non-english",NA
528,5871672,441,"RohanV","Rohan Venkat","o","Associate Editor, @scroll_in || Check out @ScrollGlobal || Doha, Bombay, @USCAnnenberg || rohan@scroll.in || The Political Fix-er || Header by @nithya_sub","o","oo","individual, non-P.E.",FALSE
529,74388898,2572,"manickamtagore","Manickam Tagore .B🇮🇳✋மாணிக்கம் தாகூர்.ப","f","AICC Incharge for @INCTelangana✋Permanent Invitee,Congress Working Committee. 🇮🇳2nd term-Member of Parliament for Virudhunagar.Whip of Congress in Loksabha","o","fo","non-english",NA
530,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
562,384979343,3325,"tommy_viccetti","Valar Morghulis ♚♮","o","@ManUtd | bamideleviccetti@gmail.com 📧 | | DM open for promotions only | Don’t Hey or Hello me if it’s not business 🙂","o","oo","individual, non-P.E.",FALSE
564,225072304,450,"Swiftie01","Catherine Swift","o","Past CFIB Pres/CEO, mom, grandma, economist, sports fan. Love fighting intrusive freedom thieves in govts, unions, large corps, etc.","o","oo","individual, non-P.E.",FALSE
565,15742985,6956,"lachlan","Lachlan Markay","o","Political reporter at @Axios. lachlan@axios.com // markay@protonmail.com // DM for Signal. #LGD 👹","o","oo","individual, non-P.E.",FALSE
567,305670657,6743,"PollyWilkins","Polly Pallister-Wilkins","o","Senior Lecturer. Author of forthcoming ‘Humanitarian Borders: Unequal Mobility and Saving Lives’ (Verso). She/Her.","o","oo","individual, non-P.E.",FALSE
570,150725695,4756,"Agenzia_Ansa","Agenzia ANSA","o","Le top news dell’ANSA, la più importante agenzia d’informazione in Italia. Ultim’ora, notizie, foto e video da tutto il mondo. Aggiornamenti 24 ore su 24. #ANSA","f","of","non-english",NA
571,20396220,4722,"Dr_Khan","Dr. Adnan Khan (Use ❤️ to beat 💔)","p","Chief Executive #SharifMedicalCity, Executive Director #SMRC, Director #TheHeartCentre | Physician PM #NawazSharif | #HealthEconomics #LSE #partofLSE | #WHO #UN","c","pc","changed",NA
573,364501132,2407,"ducom99","Roel du Pree","f","Vrijheid verdwijnt waar islam verschijnt.","f","ff","non-english",NA
574,3232804748,1173,"MaxFlugrath","Max Flugrath","o","I write and create things for @NikkiFried. “Comms Beast” says @KevinCate. Former @FLHouseDems. Art & design background.","o","oo","individual, non-P.E.",FALSE
577,27182410,2305,"TheeAdamRich","Adam Rich🤟🏼","o","FORMER PRISONER {actor & writer} NOTverified*~Guaranteed me©️ I should be, but I’m not dead yet! Thy Wiki page is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿","o","oo","individual, non-P.E.",FALSE
585,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
617,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
649,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
681,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
713,184789840,1297,"aginnt","Aaron Ginn","o","Cofounder of @joinlincoln and others. alum: growth @everlane @stumbleupon and @MittRomney 2012. Saved by grace for καινὸν οὐρανός γῆν. #skeptic #crossfit #keto","o","oo","individual, non-P.E.",FALSE
715,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
747,1230463969,4886,"birgitomo","Birgit Umaigba RN, BScN, MEd, CCRN 🇳🇬 🇨🇦","g","ICU Nurse. Christian. Healthcare & family-reunification focused. Want @marcomendicino to #prioritizefamilysponsorship. Everything coconut! Tweets = mine.","p","gp","non-individual",NA
750,3054338580,4979,"givemegumi","大ちゃんママ 2","f","とうとう凍結を喰らいまして…こちらのアカウントに移動😪
梅田政権に移行した途端に SNSも言論弾圧が苛烈になって参りました！最早「言論の自由」「民主主義国家」は崩壊寸前。保険でこしらえたgabのアカウントは@daimamaです。いざという時にはそちらで宜しくです🙇🏻","f","ff","non-english",NA
753,27182410,2305,"TheeAdamRich","Adam Rich🤟🏼","o","FORMER PRISONER {actor & writer} NOTverified*~Guaranteed me©️ I should be, but I’m not dead yet! Thy Wiki page is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿","o","oo","individual, non-P.E.",FALSE
761,389121502,2104,"neiljmcevoy","Neil McEvoy MS","o","Member of the Senedd │ Welsh Parliament. Leader of @PropelWales. MS for South Wales Central: neil.mcevoy@senedd.cymru 
#EndWelshLockdowns #SaveLives","o","oo","individual, non-P.E.",FALSE
764,305670657,6743,"PollyWilkins","Polly Pallister-Wilkins","o","Senior Lecturer. Author of forthcoming ‘Humanitarian Borders: Unequal Mobility and Saving Lives’ (Verso). She/Her.","o","oo","individual, non-P.E.",FALSE
767,3794682452,4223,"WHOWPRO","World Health Organization (WHO) Western Pacific","g","World Health Organization @WHO in Western Pacific Region, home to 1.9B people. See latest tweets for updated #COVID19 advice. Regional Director @takeshi_kasai.","g","gg","non-individual",NA
769,422851074,748,"alex1967mitch","Colin the cockerel #KBF","o","Leeds united obsessed cockerel utube vlogger and keen golfer (in good weather) and become fascinated with American politics since the uk lockdown","o","oo","individual, non-P.E.",FALSE
771,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
803,1566202044,5690,"keaux_","ko “that’s it” bragg.","o","northern southerner. reporter @19thnews. contributing editor @southerlymag. she/her/alumna: @spelmancollege + @columbiajourn. DMs open. big Leo energy.","o","oo","individual, non-P.E.",FALSE
806,278333109,2043,"actshually","Basic Libertarian","o","Lawyer lawyering law. I don’t care what you do, just don’t eat my pizza. (Opinions are mine after I run them by your mom.) (alt: @totsmcgeeee)","o","oo","individual, non-P.E.",FALSE
808,514498219,304,"kaylejh","kayle hill ♿️","o","she/they | MA disability studies | advocate, plaintiff, organizer | writer & public speaker | #AbleismTellsMe | tweets my own | 📧 kaylejune @ gmail","o","oo","individual, non-P.E.",FALSE
811,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
843,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
875,27182410,2305,"TheeAdamRich","Adam Rich🤟🏼","o","FORMER PRISONER {actor & writer} NOTverified*~Guaranteed me©️ I should be, but I’m not dead yet! Thy Wiki page is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿","o","oo","individual, non-P.E.",FALSE
883,25108214,1662,"leoniedelt","Jen 🥛🌸","o","Autistic, epileptic, OCD, migraine, hypothyroid. 

My opinions only.

Maskless leper. Unable to wear a mask, unwilling to wear a 🌻 lanyard.","o","oo","individual, non-P.E.",FALSE
885,18947832,4844,"AnnieYuTV","Annie Yu","o","Mom + wife. Anchor #GetUpDC weekdays 4:25-7am. Family, golf, foodie. Raised in #DMV. Left handed ✍️  If not now, when? - Eckhart Tolle http://WUSA9.com","o","oo","individual, non-P.E.",FALSE
887,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
919,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
951,94143125,203,"fekubawa","जूमला किंग","f","TRUE INDIAN FIRST, HINDU LATER LOVE MY COUNTRY NOT COMMUNAL AND BIGOT FEKU GOVT. @CONGRESSTASK @Rahulgandhi @INCSMV #UnfollowGodiMedia सत्यमेव जयते","o","fo","non-english",NA
954,388952247,4122,"AFnewsroom","Air France Newsroom","g","Official Air France newsroom, fil d'actus officiel d'Air France. Infos, exclus, livetweet. Customer service & commercial info: @AirFranceFR @AirFrance","o","go","non-individual",NA
955,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
987,121639467,4389,"7NewsMelbourne","7NEWS Melbourne","g","7NEWS - nightly at 6.00 with @Peter_Mitchell7, @timwatson32, @JaneBunn (Sun-Thur) and @mikeamor7, @Jacquifelgate, @MelinaSarris7 (Fri-Sat).","o","go","non-individual",NA
989,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1021,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1053,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1085,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1117,17388662,1181,"bgsu","Bowling Green State University","g","A place where you will Belong, Stand Out and Go Far.","g","gg","non-individual",NA
1119,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1151,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1183,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1215,111676962,920,"Fregono","Fregono du Berry ن 🇫🇷","f","Inspecteur de l'EN honoraire
auditeur IHEDN
Patriote, souverainiste
Grand voyageur: Europe, Afrique, Amériques, Océanie, Asie... 🇫🇷","o","fo","non-english",NA
1219,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1251,514498219,304,"kaylejh","kayle hill ♿️","o","she/they | MA disability studies | advocate, plaintiff, organizer | writer & public speaker | #AbleismTellsMe | tweets my own | 📧 kaylejune @ gmail","o","oo","individual, non-P.E.",FALSE
1254,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1286,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1318,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1350,3315066775,1619,"edwardgen256","Edward GEN","o","I Am My Own Limitation || A Graduate of Business Computing || Entrepreneurship & Information Tech.","o","oo","individual, non-P.E.",FALSE
1352,27182410,2305,"TheeAdamRich","Adam Rich🤟🏼","o","FORMER PRISONER {actor & writer} NOTverified*~Guaranteed me©️ I should be, but I’m not dead yet! Thy Wiki page is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿","o","oo","individual, non-P.E.",FALSE
1360,53993613,1462,"SammyHudes","Sammy Hudes","o","NNA-nominated reporter for the @CalgaryHerald/@CalgarySun, formerly with @TorontoStar.

""""""""#1 Flames fan in Toronto"""""""" —Jarome Iginla, 2003

shudes@postmedia.com","o","oo","individual, non-P.E.",FALSE
1362,52424550,6705,"fattoquotidiano","Il Fatto Quotidiano","f","L'ITALIA DEI GUELFI E DEI GHIBELLINI 
Il nuovo numero di @fqmillennium è in edicola da sabato #17aprile con il Fatto quotidiano https://www.fqmillennium.it/","f","ff","non-english",NA
1365,556602197,7420,"Mike_Bresson","Mike Bresson 🇪🇺🇫🇷 #Macron2022","o","Supporter d’Emmanuel Macron depuis 2014, #EnMarche depuis le 7 avril 2016 et « en même temps », de gauche depuis toujours.","f","of","non-english",NA
1367,1230463969,4886,"birgitomo","Birgit Umaigba RN, BScN, MEd, CCRN 🇳🇬 🇨🇦","g","ICU Nurse. Christian. Healthcare & family-reunification focused. Want @marcomendicino to #prioritizefamilysponsorship. Everything coconut! Tweets = mine.","p","gp","non-individual",NA
1370,2238281322,998,"Devereaux_RBW","WRTN","o","I need 8 hours of sleep a day and 10 at night.
 • Libertarian • UK","o","oo","individual, non-P.E.",FALSE
1373,2379986716,1841,"RizzoGiov","il Siculo","o","","f","of","non-english",NA
1375,52424550,6705,"fattoquotidiano","Il Fatto Quotidiano","f","L'ITALIA DEI GUELFI E DEI GHIBELLINI 
Il nuovo numero di @fqmillennium è in edicola da sabato #17aprile con il Fatto quotidiano https://www.fqmillennium.it/","f","ff","non-english",NA
1378,7366572,6018,"kiai","Kiai","o","Agitating for improvements to Australia's pandemic response, since 22/1/2020.

#COVIDisAirborne

Health. Security. Technology. Economics. Risk Management.","o","oo","individual, non-P.E.",FALSE
1381,4315639054,5266,"CatPurry9","Cat Perry ♿️","o","Former med scientist. Opinionated. Left-leaning. Cat enthusiast. I don't always follow back.","o","oo","individual, non-P.E.",FALSE
1384,27182410,2305,"TheeAdamRich","Adam Rich🤟🏼","o","FORMER PRISONER {actor & writer} NOTverified*~Guaranteed me©️ I should be, but I’m not dead yet! Thy Wiki page is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿","o","oo","individual, non-P.E.",FALSE
1392,8349572,555,"justin_hart","Justin Hart","o","Unraveling COVID-19 fears one chart at a time // mktg + AI // data, demographics, and steaks. justinhart.biz@gmail.com // claimed by @jennyerikson. Father to 7!","o","oo","individual, non-P.E.",FALSE
1394,2864318340,5452,"Kiespijn777","Kiespijn777","o","Afgehecht wereldburger: Functie elders.","o","oo","individual, non-P.E.",FALSE
1396,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1428,111676962,920,"Fregono","Fregono du Berry ن 🇫🇷","f","Inspecteur de l'EN honoraire
auditeur IHEDN
Patriote, souverainiste
Grand voyageur: Europe, Afrique, Amériques, Océanie, Asie... 🇫🇷","o","fo","non-english",NA
1432,16492039,532,"dexxe","pastor micheal","o","personality: i am passionate about complaining of slow internet.","o","oo","individual, non-P.E.",FALSE
1435,7366572,6018,"kiai","Kiai","o","Agitating for improvements to Australia's pandemic response, since 22/1/2020.

#COVIDisAirborne

Health. Security. Technology. Economics. Risk Management.","o","oo","individual, non-P.E.",FALSE
1438,136693171,2376,"ajayrdave","Ajay Dave","o","Track Geo-Political-Economic-Social situations.

Koo: https://t.co/1GHr82feGt

Gab: https://t.co/YjewrYAQA6

Parler: https://t.co/PRcmI806Uy…","o","oo","individual, non-P.E.",FALSE
1440,43633246,3085,"EdtheSock","Ed the Sock","o","Canadian Icon. Back to save the world.  Find podcasts under FUNetwork. Starting a new online music channel like an updated Muchmusic. Soon.","o","oo","individual, non-P.E.",FALSE
1442,576533046,884,"srinivasiyc","Srinivas B V","o","National President - @IYC | Best Youth Worker awardee - Karnataka State Government | Views are purely personal.","p","op","Description",TRUE
1444,32411838,7108,"Kennymack1971","V'Shawn From Westview,NJ","o","No time for your bullshit.","o","oo","individual, non-P.E.",FALSE
1446,96646729,223,"alanfryermedia","Alan Fryer","o","Former journalist CBC/CTV National News. Montréal/Québec City/Ottawa/Moscow/Washington/W5. What's so hard about honesty, transparency & accountability?","o","oo","individual, non-P.E.",FALSE
1448,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
