"label","is_PE","Id","Degree","Betweenness","PageRank","Bridge","path","flow","name","path1","path2","path3","submod","Community","Bridge_stars","Degree_stars","Betweenness_stars","PageRank_stars"
NA,NA,54024,2,0,2.29074449570883e-05,0,"1:3:304",6.65e-06,54024,1,3,304,"1 3","Anti-vaccine","","","",""
"non-individual",NA,276117,4,9552.36321241678,6.93184515041117e-05,0,"2:57:2:1",1.06e-05,276117,2,57,2,"2 57","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,153880,21,1964.41646241938,6.7915869047668e-05,0,"3:2:84",6.25e-05,153880,3,2,84,"3 2",NA,"","","",""
"individual, non-P.E.",FALSE,319649,38,11709.0905856333,0.000170461310191918,2,"2:3:59",0.00015824,319649,2,3,59,"2 3","Pro-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,140151,3,37.5931048885992,2.65826679271721e-05,0,"3:2:161",7.98e-06,140151,3,2,161,"3 2",NA,"","","",""
"non-individual",NA,441336,1,0,0.000129533678756408,0,"87:2",3.99e-06,441336,87,2,NA,"87 2",NA,"","","",""
"non-individual",NA,136188,4,7206.0497734438,8.21093530745663e-05,0,"2:23:12",1.86e-05,136188,2,23,12,"2 23","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,187717,3,3.14791504221232,3.62145055267326e-05,0,"1:20:9",7.98e-06,187717,1,20,9,"1 20","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,218302,7,7090.35,0.000117563630967802,0,"8:2:8",2.53e-05,218302,8,2,8,"8 2",NA,"","","",""
"non-individual",NA,232366,1,0,0.000129533678756408,0,"74:2",5.32e-06,232366,74,2,NA,"74 2",NA,"","","",""
"non-individual",NA,262582,1,0,2.37659435417509e-05,0,"2:3:199",2.66e-06,262582,2,3,199,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,91741,1,0,3.57213905108749e-05,0,"2:85:4",3.99e-06,91741,2,85,4,"2 85","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,396104,7,477.745414160444,2.81317342080248e-05,0,"1:1:430",1.99e-05,396104,1,1,430,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,371424,18,2.46674836601307,0.000207683683284962,0,"6:4",0.000203451,371424,6,4,NA,"6 4",NA,"","","",""
"individual, non-P.E.",FALSE,329618,1,0,0.000129533678756507,0,"174:1",2.66e-06,329618,174,1,NA,"174 1",NA,"","","",""
"individual, non-P.E.",FALSE,411075,9,28296,0.000180426279479635,0,"8:1:3",0.000244674,411075,8,1,3,"8 1",NA,"","","",""
"non-individual",NA,81373,1,0,2.06741204039829e-05,0,"1:1:636",2.66e-06,81373,1,1,636,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,27542,49,2345.85343479219,9.94216668340992e-05,1,"1:1:200",0.000187495,27542,1,1,200,"1 1","Anti-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,389434,1,0,2.67889867090913e-05,0,"2:10:35",2.66e-06,389434,2,10,35,"2 10","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,297836,2,0,2.58041732565604e-05,0,"2:2:261",9.31e-06,297836,2,2,261,"2 2","Pro-vaccine","","","",""
"non-individual",NA,330994,39,58097.8371229246,0.000259962081130783,2,"2:10:3",0.000151591,330994,2,10,3,"2 10","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,376509,3,3794.35845110184,4.17614239408642e-05,0,"3:2:152",9.31e-06,376509,3,2,152,"3 2",NA,"","","",""
"individual, non-P.E.",FALSE,337906,13,17743.4166666667,0.000369009230493515,0,"8:2:1",7.98e-05,337906,8,2,1,"8 2",NA,"","","",""
"individual, non-P.E.",FALSE,144008,3,10.0985331274717,2.95111535433833e-05,0,"2:6:67",7.98e-06,144008,2,6,67,"2 6","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,141138,7,674.944677999796,4.33909094946834e-05,0,"3:5:25",2.39e-05,141138,3,5,25,"3 5",NA,"","","",""
NA,NA,62472,46,108968.795992014,0.000352258577298725,13,"1:8:5",0.000195473,62472,1,8,5,"1 8","Anti-vaccine","","","",""
"non-individual",NA,7300,6,1263.75811753468,5.24884877998206e-05,0,"2:3:127",2.13e-05,7300,2,3,127,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,395798,7,148.212674782473,3.30164586761943e-05,0,"1:1:424",2.13e-05,395798,1,1,424,"1 1","Anti-vaccine","","","",""
NA,NA,465071,1,0,3.58486617497203e-05,0,"2:29:2:7",2.66e-06,465071,2,29,2,"2 29","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,166413,1,0,2.48499784299355e-05,0,"2:41:10",2.66e-06,166413,2,41,10,"2 41","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,256494,2,58.8795832741854,2.3843284654118e-05,0,"2:1:511",5.32e-06,256494,2,1,511,"2 1","Pro-vaccine","","","",""
NA,NA,12321,3,45.0231607041795,2.34999472337541e-05,0,"1:3:300",7.98e-06,12321,1,3,300,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,162736,1,0,2.06353471612285e-05,0,"1:1:683",2.66e-06,162736,1,1,683,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,57554,12,0,9.30058927774734e-05,0,"10:12",9.31e-05,57554,10,12,NA,"10 12",NA,"","","",""
"Both",TRUE,440878,6,27.3274264639145,3.48854081373681e-05,0,"3:1:118",1.86e-05,440878,3,1,118,"3 1",NA,"","","",""
"individual, non-P.E.",FALSE,146492,6,10398.4378032271,6.66519804411352e-05,0,"2:119:1",1.73e-05,146492,2,119,1,"2 119","Pro-vaccine","","","*",""
"individual, non-P.E.",FALSE,72648,5,768.576532731632,5.65679961377556e-05,0,"2:31:7",1.33e-05,72648,2,31,7,"2 31","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,292186,1,0,2.05394440092331e-05,0,"1:1:720",2.66e-06,292186,1,1,720,"1 1","Anti-vaccine","","","",""
"non-individual",NA,200184,1,0,2.33066793391912e-05,0,"2:10:34",2.66e-06,200184,2,10,34,"2 10","Pro-vaccine","","","",""
"non-individual",NA,354499,15,1844.15621471933,6.91600574601922e-05,0,"3:1:73",5.45e-05,354499,3,1,73,"3 1",NA,"","","",""
"non-individual",NA,118937,2,3.5,9.35039322932286e-05,0,"17:5",6.65e-06,118937,17,5,NA,"17 5",NA,"","","",""
"Both",TRUE,311972,16,450.446419766625,3.83937405769357e-05,0,"1:1:337",4.52e-05,311972,1,1,337,"1 1","Anti-vaccine","","","",""
NA,NA,131737,4,1268.39373104767,3.80102431463591e-05,0,"1:3:258",1.2e-05,131737,1,3,258,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,32338,5,2690.1592170678,4.06244353919358e-05,0,"2:59:3",1.33e-05,32338,2,59,3,"2 59","Pro-vaccine","","","",""
NA,NA,254254,3,27.8249439024547,2.34462675657481e-05,0,"1:3:301",7.98e-06,254254,1,3,301,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,148454,2,11.7392048590449,2.29899960369748e-05,0,"3:1:163",5.32e-06,148454,3,1,163,"3 1",NA,"","","",""
"individual, non-P.E.",FALSE,371836,4,3.15294020465255,2.95886088685988e-05,0,"3:1:127",1.46e-05,371836,3,1,127,"3 1",NA,"","","",""
"non-individual",NA,409136,7,0.666666666666667,0.000144275681918871,0,"8:2:7",3.19e-05,409136,8,2,7,"8 2",NA,"","","",""
"individual, non-P.E.",FALSE,213241,2,3.2960372960373,2.83603146633946e-05,0,"3:4:40",5.32e-06,213241,3,4,40,"3 4",NA,"","","",""
"non-individual",NA,180878,1,0,4.66407348223499e-05,0,"2:15:50",2.66e-06,180878,2,15,50,"2 15","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,79666,2,78.9195993110023,2.19528679165288e-05,0,"1:2:335",5.32e-06,79666,1,2,335,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,388583,14,2065.77094319663,9.57513215098506e-05,0,"1:10:22",5.05e-05,388583,1,10,22,"1 10","Anti-vaccine","","","*","*"
"individual, non-P.E.",FALSE,5294,2,15.5088238724717,2.1757713297333e-05,0,"1:2:374",5.32e-06,5294,1,2,374,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,307552,3,103.207146831442,3.38804573208878e-05,0,"2:145:2",7.98e-06,307552,2,145,2,"2 145","Pro-vaccine","","","",""
"non-individual",NA,362393,69,8226.43270887959,0.000256955531679095,0,"2:3:39",0.000279247,362393,2,3,39,"2 3","Pro-vaccine","","","",""
"Description",TRUE,340759,60,7471.57298258739,0.000256444787552404,0,"2:2:58",0.000347064,340759,2,2,58,"2 2","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,46032,10,605.833405058788,7.80920142144901e-05,0,"1:10:23",4.26e-05,46032,1,10,23,"1 10","Anti-vaccine","","","","*"
NA,NA,48967,4,166.774839544882,2.72178262663101e-05,0,"1:3:242",1.33e-05,48967,1,3,242,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,399583,3,46.8909729612353,2.71829789369243e-05,0,"3:2:155",9.31e-06,399583,3,2,155,"3 2",NA,"","","",""
"non-individual",NA,297515,4,0,4.98997903376775e-05,0,"3:16:2",1.06e-05,297515,3,16,2,"3 16",NA,"","","",""
"individual, non-P.E.",FALSE,100112,9,244.610501650343,3.62638654813205e-05,1,"1:9:21",2.79e-05,100112,1,9,21,"1 9","Anti-vaccine","*","","",""
"individual, non-P.E.",FALSE,466159,3,73.5269465876701,2.27018171021639e-05,0,"1:1:541",7.98e-06,466159,1,1,541,"1 1","Anti-vaccine","","","",""
"Description",TRUE,171137,208,23905.3739808329,0.00080793875521014,4,"1:1:38",0.00181112,171137,1,1,38,"1 1","Anti-vaccine","*","**","*","*"
"non-individual",NA,236508,5,282.118520708025,5.02596231028681e-05,0,"2:8:47",1.33e-05,236508,2,8,47,"2 8","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,414700,29,16971.2712112747,0.00016158375968833,1,"2:8:12",8.91e-05,414700,2,8,12,"2 8","Pro-vaccine","*","*","*","*"
"individual, non-P.E.",FALSE,145830,8,9340.79692860781,0.000107140529031325,0,"2:23:4",3.19e-05,145830,2,23,4,"2 23","Pro-vaccine","","","*","*"
"Description",TRUE,393645,14,219.567068043351,5.17989112800303e-05,0,"3:1:83",4.12e-05,393645,3,1,83,"3 1",NA,"","","",""
"individual, non-P.E.",FALSE,180790,2,0,3.17792259084953e-05,0,"1:8:72",7.98e-06,180790,1,8,72,"1 8","Anti-vaccine","","","",""
"non-individual",NA,72884,1,0,2.22622569751465e-05,0,"3:5:50",2.66e-06,72884,3,5,50,"3 5",NA,"","","",""
"non-individual",NA,154944,1,0,2.22622569751465e-05,0,"3:5:53",2.66e-06,154944,3,5,53,"3 5",NA,"","","",""
"non-individual",NA,255795,10,12077.1133972078,0.000130624370032118,0,"2:34:3",3.32e-05,255795,2,34,3,"2 34","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,151115,12,24.8468771968772,0.000196393071586921,0,"3:6:3",0.00010505,151115,3,6,3,"3 6",NA,"","","",""
"individual, non-P.E.",FALSE,460605,53,3953.31693381322,0.000104550458700452,1,"1:1:194",0.000192814,460605,1,1,194,"1 1","Anti-vaccine","*","*","*","*"
NA,NA,28714,42,1618.93768659915,0.000104062946606082,0,"1:3:88",0.000163559,28714,1,3,88,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,297268,2,0,3.819386063895e-05,0,"2:12:32",5.32e-06,297268,2,12,32,"2 12","Pro-vaccine","","","",""
NA,NA,153201,45,37160.7651770103,0.000404552578118608,0,"1:10:2",0.000252652,153201,1,10,2,"1 10","Anti-vaccine","","","",""
"non-individual",NA,201967,4,1544.47841759011,5.49829334043029e-05,0,"2:10:21",1.06e-05,201967,2,10,21,"2 10","Pro-vaccine","","","",""
NA,NA,141836,17,9331.0489349864,6.14020061436048e-05,0,"1:3:155",4.79e-05,141836,1,3,155,"1 3","Anti-vaccine","","","",""
NA,NA,270790,20,3010.88211853228,0.00014264983743183,0,"1:10:13",8.78e-05,270790,1,10,13,"1 10","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,108831,5,213.284411687412,2.67088736788121e-05,2,"2:6:54",1.33e-05,108831,2,6,54,"2 6","Pro-vaccine","*","","",""
NA,NA,77331,6,190.163663880404,2.72630409667232e-05,0,"1:1:450",1.73e-05,77331,1,1,450,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,104918,3,100.252963295124,2.54743704950749e-05,0,"2:4:1:209",7.98e-06,104918,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,158199,31,800.391735902661,5.87172744129746e-05,0,"1:1:259",0.000102391,158199,1,1,259,"1 1","Anti-vaccine","","*","",""
"individual, non-P.E.",FALSE,277624,11,796.069463159567,6.6689081667904e-05,0,"2:10:9",3.99e-05,277624,2,10,9,"2 10","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,459041,61,12105.7268755153,0.000203610741766509,0,"1:3:57",0.000347064,459041,1,3,57,"1 3","Anti-vaccine","","*","*","*"
NA,NA,302597,16,1033.89008255653,0.000129578398858528,0,"1:8:29",5.45e-05,302597,1,8,29,"1 8","Anti-vaccine","","","",""
NA,NA,37867,24,2554.12808008679,6.6167928954749e-05,0,"1:3:128",9.04e-05,37867,1,3,128,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,297542,46,23835.53392836,0.000294874214955343,0,"3:2:33",0.000289885,297542,3,2,33,"3 2",NA,"","","",""
"non-individual",NA,216324,1,0,2.17244839155179e-05,0,"2:3:241",2.66e-06,216324,2,3,241,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,243310,6,174.28210328097,3.21309704638231e-05,0,"1:16:5",1.6e-05,243310,1,16,5,"1 16","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,199584,16,1.23333333333333,0.000139981904241462,0,"6:9",0.000132975,199584,6,9,NA,"6 9",NA,"","","",""
"non-individual",NA,249267,1,0,2.16958376573567e-05,0,"2:3:214",2.66e-06,249267,2,3,214,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,330088,22,24797.6255583796,0.000226361641037009,2,"2:41:1",9.44e-05,330088,2,41,1,"2 41","Pro-vaccine","*","*","*","*"
"non-individual",NA,116920,2,0,0.000136751898270335,0,"35:3",7.98e-06,116920,35,3,NA,"35 3",NA,"","","",""
"individual, non-P.E.",FALSE,182109,12,384.768337500681,4.65593864801793e-05,4,"2:32:6",3.19e-05,182109,2,32,6,"2 32","Pro-vaccine","*","","",""
"non-individual",NA,3476,6,16656.9285341646,0.00015623693997872,0,"2:57:1:1",3.46e-05,3476,2,57,1,"2 57","Pro-vaccine","","","",""
"Description",TRUE,333132,4,54.1867579875484,2.72961392979954e-05,0,"2:4:1:184",1.06e-05,333132,2,4,1,"2 4","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,220085,1,0,2.40868022551379e-05,0,"2:44:9",2.66e-06,220085,2,44,9,"2 44","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,246330,25,64915.4144959441,0.000505643602609161,0,"3:6:1",0.000289885,246330,3,6,1,"3 6",NA,"","","",""
"individual, non-P.E.",FALSE,29707,7,228.913562293168,5.28039095678497e-05,3,"2:9:14",2.39e-05,29707,2,9,14,"2 9","Pro-vaccine","*","","",""
"individual, non-P.E.",FALSE,67726,3,35479,7.6771792320855e-05,0,"5:6:1",9.31e-06,67726,5,6,1,"5 6",NA,"","","",""
"Both",TRUE,48747,6,15393.8201891145,8.75868937800034e-05,0,"2:12:21",1.73e-05,48747,2,12,21,"2 12","Pro-vaccine","","","*",""
"Description",TRUE,252505,91,92419.7718994703,0.00107019381140358,0,"1:5:3",0.000610354,252505,1,5,3,"1 5","Anti-vaccine","","*","**","**"
NA,NA,158499,14,5407.66609270409,0.000108688923200144,0,"1:3:137",7.58e-05,158499,1,3,137,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,185434,4,269.719952947866,2.82390044016067e-05,0,"2:5:40",1.06e-05,185434,2,5,40,"2 5","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,98720,25,819.213414154216,5.1916814596824e-05,0,"1:1:279",8.38e-05,98720,1,1,279,"1 1","Anti-vaccine","","*","",""
"individual, non-P.E.",FALSE,219488,1,0,0.000129533678756408,0,"229:2",2.66e-06,219488,229,2,NA,"229 2",NA,"","","",""
"non-individual",NA,350680,48,6863.12236092419,9.33944922170163e-05,1,"1:1:208",0.000176857,350680,1,1,208,"1 1","Anti-vaccine","","","",""
"Both",TRUE,137886,12,213.10561490337,5.91263701138311e-05,0,"3:1:90",3.59e-05,137886,3,1,90,"3 1",NA,"","","",""
"individual, non-P.E.",FALSE,410979,5,7442.07519068264,0.000112000246198165,0,"2:17:4:1",1.33e-05,410979,2,17,4,"2 17","Pro-vaccine","","","*","*"
"non-individual",NA,273996,1,0,0.000129533678756408,0,"135:2",2.66e-06,273996,135,2,NA,"135 2",NA,"","","",""
"non-individual",NA,103884,9,2191.23126130502,5.07812062676955e-05,0,"2:1:265",2.93e-05,103884,2,1,265,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,66044,2,156.599366915411,2.21869132224882e-05,0,"1:2:332",5.32e-06,66044,1,2,332,"1 2","Anti-vaccine","","","",""
"non-individual",NA,307133,6,51.9893257288774,3.47151769546651e-05,0,"2:3:142",1.6e-05,307133,2,3,142,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,326538,1,0,2.17794461013829e-05,0,"3:2:198",2.66e-06,326538,3,2,198,"3 2",NA,"","","",""
"non-individual",NA,76244,123,36037.6980335646,0.000554085730849549,5,"2:3:21",0.000585089,76244,2,3,21,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,364445,1,0,2.04856346550555e-05,0,"1:1:694",2.66e-06,364445,1,1,694,"1 1","Anti-vaccine","","","",""
"Both",TRUE,141015,1,0,2.37347397355373e-05,0,"3:5:47",3.99e-06,141015,3,5,47,"3 5",NA,"","","",""
"individual, non-P.E.",FALSE,450360,28,1196.50553108629,8.4474473249439e-05,0,"1:7:14",0.000123667,450360,1,7,14,"1 7","Anti-vaccine","","*","","*"
NA,NA,113058,39,22040.117091957,0.00027218936536721,0,"1:5:18",0.000162229,113058,1,5,18,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,246375,48,12701.8099576144,0.000105083395604952,1,"1:1:204",0.000182176,246375,1,1,204,"1 1","Anti-vaccine","*","*","*","*"
NA,NA,80101,18,1974.39191592718,5.50273938619229e-05,0,"1:3:148",6.12e-05,80101,1,3,148,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,159929,1,0,2.27376657580224e-05,0,"2:11:23",2.66e-06,159929,2,11,23,"2 11","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,83350,1,0,0.000129533678756408,0,"83:1",3.99e-06,83350,83,1,NA,"83 1",NA,"","","",""
"individual, non-P.E.",FALSE,353119,7,21.0428694946358,5.80016643393856e-05,0,"2:5:21",3.59e-05,353119,2,5,21,"2 5","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,219646,5,388.27921064924,2.93630186581559e-05,0,"1:1:481",1.33e-05,219646,1,1,481,"1 1","Anti-vaccine","","","",""
NA,NA,36481,4,8454.53826846471,6.39620421435444e-05,1,"1:8:55",1.2e-05,36481,1,8,55,"1 8","Anti-vaccine","","","",""
"non-individual",NA,283533,2,140.753613176091,2.39886103158575e-05,0,"2:1:514",5.32e-06,283533,2,1,514,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,50197,143,2595.39262002612,0.000567009677420312,3,"1:1:53",0.00134305,50197,1,1,53,"1 1","Anti-vaccine","*","*","*","*"
NA,NA,16803,4,0,0.000129137851216349,0,"21:1:5",1.06e-05,16803,21,1,5,"21 1",NA,"","","",""
NA,NA,113388,34,27416.2036457137,0.000320417857245982,4,"1:8:7",0.0001609,113388,1,8,7,"1 8","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,164638,1,0,2.04582014438935e-05,0,"1:1:690",2.66e-06,164638,1,1,690,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,421759,9,143.80288993428,3.03243621803852e-05,0,"1:1:394",2.79e-05,421759,1,1,394,"1 1","Anti-vaccine","","","",""
NA,NA,460411,5,2.14166666666667,2.80927017528542e-05,0,"1:3:230",1.6e-05,460411,1,3,230,"1 3","Anti-vaccine","","","",""
NA,NA,186073,3,206.664964425624,3.23336538402769e-05,0,"1:10:49",1.06e-05,186073,1,10,49,"1 10","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,300324,1,0,2.37360291892616e-05,0,"1:8:127",2.66e-06,300324,1,8,127,"1 8","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,313378,1,0,2.17034600921054e-05,0,"2:1:619",2.66e-06,313378,2,1,619,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,233957,2,91.9025072016246,2.49752934126893e-05,0,"2:10:26",5.32e-06,233957,2,10,26,"2 10","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,89218,1,0,2.04831208728258e-05,0,"1:1:633",2.66e-06,89218,1,1,633,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,314433,3,10.4084270784647,2.24042089160066e-05,0,"1:1:538",7.98e-06,314433,1,1,538,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,365177,3,149.82931369913,3.1447629202919e-05,0,"1:5:116",7.98e-06,365177,1,5,116,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,230553,1,0,2.1966404259574e-05,0,"2:14:37",2.66e-06,230553,2,14,37,"2 14","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,383934,65,3143.47523319012,0.000124564907495844,0,"1:1:161",0.000267279,383934,1,1,161,"1 1","Anti-vaccine","","*","*","*"
"non-individual",NA,192223,1,0,0.000129533678756507,0,"199:2",2.66e-06,192223,199,2,NA,"199 2",NA,"","","",""
"individual, non-P.E.",FALSE,287595,3,6.49117228489588,2.23684314938683e-05,0,"1:1:551",7.98e-06,287595,1,1,551,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,415892,50,1975.63197123876,9.74335166056744e-05,0,"1:1:191",0.000196803,415892,1,1,191,"1 1","Anti-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,448698,95,27476.0470129903,0.00053536179186936,2,"2:1:36",0.000566473,448698,2,1,36,"2 1","Pro-vaccine","*","*","*","*"
NA,NA,357899,14,5306.63469359224,6.97745345277074e-05,0,"1:3:152",4.92e-05,357899,1,3,152,"1 3","Anti-vaccine","","","",""
"non-individual",NA,48318,25,16977.8069366216,0.000182385579043673,2,"2:6:18",0.000122337,48318,2,6,18,"2 6","Pro-vaccine","","","",""
"Description",TRUE,358719,4,464.062104894344,2.40581437301742e-05,0,"1:1:517",1.06e-05,358719,1,1,517,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,468455,2,63.1720695002845,3.23599431263674e-05,0,"2:10:25",5.32e-06,468455,2,10,25,"2 10","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,214266,27,1316.01414123392,5.9783963397207e-05,0,"1:1:265",9.57e-05,214266,1,1,265,"1 1","Anti-vaccine","","*","",""
NA,NA,83799,3,249.569254706123,3.37589350136774e-05,0,"2:138:2",7.98e-06,83799,2,138,2,"2 138","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,155193,1,0,2.49683150856278e-05,0,"2:8:72",2.66e-06,155193,2,8,72,"2 8","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,20861,4,7216.66560453945,9.755964331522e-05,0,"1:36:2",1.73e-05,20861,1,36,2,"1 36","Anti-vaccine","","","*","*"
"individual, non-P.E.",FALSE,337649,6,4918.78640962762,5.38934243449206e-05,0,"3:9:6",2.39e-05,337649,3,9,6,"3 9",NA,"","","",""
"individual, non-P.E.",FALSE,166240,2,7099,6.01919580582353e-05,0,"2:192:1",5.32e-06,166240,2,192,1,"2 192","Pro-vaccine","","","*",""
NA,NA,317567,1,0,0.000129533678756507,0,"171:1",2.66e-06,317567,171,1,NA,"171 1",NA,"","","",""
"individual, non-P.E.",FALSE,116493,2,0,2.6699458291124e-05,0,"3:1:165",5.32e-06,116493,3,1,165,"3 1",NA,"","","",""
"Description",TRUE,433204,2,78.9195993110023,2.19528679165288e-05,0,"1:2:380",5.32e-06,433204,1,2,380,"1 2","Anti-vaccine","","","",""
NA,NA,45834,8,5935.17969146973,5.81959494143239e-05,0,"1:3:184",3.06e-05,45834,1,3,184,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,206615,7,7288.08144419911,3.66511515108343e-05,2,"2:53:3",2.13e-05,206615,2,53,3,"2 53","Pro-vaccine","*","","*",""
"individual, non-P.E.",FALSE,226974,4,7126.83048683449,5.70567693154739e-05,0,"2:38:3",1.2e-05,226974,2,38,3,"2 38","Pro-vaccine","","","*",""
"individual, non-P.E.",FALSE,102579,7,1224.94569450267,5.20362903306615e-05,0,"2:4:3:1",1.99e-05,102579,2,4,3,"2 4","Pro-vaccine","","","",""
NA,NA,35248,20,4164.85398726323,0.000128517655519871,0,"1:5:35",7.45e-05,35248,1,5,35,"1 5","Anti-vaccine","","","",""
"non-individual",NA,393438,39,3948.53006945186,0.000112000082193678,0,"2:3:70",0.00010638,393438,2,3,70,"2 3","Pro-vaccine","","","",""
"non-individual",NA,248595,11,100.279237108128,4.7146743031442e-05,0,"3:4:28",3.06e-05,248595,3,4,28,"3 4",NA,"","","",""
"non-individual",NA,436202,2,86.0378400910148,2.44811733655419e-05,0,"2:5:73",5.32e-06,436202,2,5,73,"2 5","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,233296,18,6.19591503267974,0.000169237415809833,0,"6:6",0.0001609,233296,6,6,NA,"6 6",NA,"","","",""
"individual, non-P.E.",FALSE,248893,1,0,3.0488283746475e-05,0,"2:149:2",2.66e-06,248893,2,149,2,"2 149","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,92900,24,946.98825400877,0.000101788393881781,0,"3:1:52",0.000114358,92900,3,1,52,"3 1",NA,"","","",""
"non-individual",NA,363517,3,14197,0.00013178109865693,0,"2:152:1",7.98e-06,363517,2,152,1,"2 152","Pro-vaccine","","","",""
"non-individual",NA,165175,3,21291,6.5245749225897e-05,0,"2:6:64",9.31e-06,165175,2,6,64,"2 6","Pro-vaccine","","","",""
"non-individual",NA,445982,6,0,0.000141266589944903,0,"13:3",3.06e-05,445982,13,3,NA,"13 3",NA,"","","",""
"individual, non-P.E.",FALSE,23270,1,0,0.000129533678756408,0,"227:1",2.66e-06,23270,227,1,NA,"227 1",NA,"","","",""
NA,NA,228659,2,9.73034697045509,2.21457547582128e-05,0,"1:3:317",5.32e-06,228659,1,3,317,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,260645,13,772.531318547605,7.15299434364819e-05,0,"3:1:91",3.59e-05,260645,3,1,91,"3 1",NA,"","","",""
"non-individual",NA,355251,1,0,0.000129533678756507,0,"186:1",2.66e-06,355251,186,1,NA,"186 1",NA,"","","",""
"individual, non-P.E.",FALSE,154607,3,104.579679620185,4.19836129852192e-05,0,"2:28:11",7.98e-06,154607,2,28,11,"2 28","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,329179,2,43.7527352192076,2.18166078660043e-05,0,"1:2:373",5.32e-06,329179,1,2,373,"1 2","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,221175,1,0,2.56535766030202e-05,0,"3:2:211",2.66e-06,221175,3,2,211,"3 2",NA,"","","",""
